rank,title,name,ticker,url,hq,sector,industry,employees,revenues,revenues_change,profits,profits_change,assets,equity
219,Ross Stores,"Ross Stores, Inc.",ROST,http://www.rossstores.com,"Dublin, CA",Retailing,Specialty Retailers: Apparel,78600,12867.00,7.80,1117.70,9.50,5309.00,2748.00
220,L Brands,"L Brands, Inc.",LB,http://www.lb.com,"Columbus, OH",Retailing,Specialty Retailers: Apparel,59100,12574.00,3.50,1158.10,-7.60,8170.00,-729.00
221,J.C. Penney,"J.C. Penney Company, Inc.",JCP,http://www.jcpenney.com,"Plano, TX",Retailing,General Merchandisers,106000,12547.00,-0.60,1.00,NA,9314.00,1354.00
222,Farmers Insurance Exchange,Farmers Insurance Exchange,NA,http://www.farmers.com,"Woodland Hills, CA",Financials,Insurance: Property and Casualty (Mutual),13309,12513.00,-0.90,-147.90,NA,16057.00,4219.00
223,Reynolds American,Reynolds American Inc.,RAI,http://www.reynoldsamerican.com,"Winston-Salem, NC","Food, Beverages & Tobacco",Tobacco,5525,12503.00,17.10,6073.00,86.70,51095.00,21711.00
224,Viacom,Viacom Inc.,VIAB,http://www.viacom.com,"New York, NY",Media,Entertainment,9650,12488.00,-5.90,1438.00,-25.20,22508.00,4277.00
225,Becton Dickinson,"Becton, Dickinson and Company",BDX,http://www.bd.com,"Franklin Lakes, NJ",Health Care,Medical Products and Equipment,50928,12483.00,21.40,976.00,40.40,25586.00,7633.00
226,Micron Technology,"Micron Technology, Inc.",MU,http://www.micron.com,"Boise, ID",Technology,Semiconductors and Other Electronic Components,31400,12399.00,-23.40,-276.00,-109.50,27540.00,12080.00
227,Principal Financial,"Principal Financial Group, Inc.",PFG,http://www.principal.com,"Des Moines, IA",Financials,"Insurance: Life, Health (Stock)",14854,12394.00,3.60,1316.50,6.70,228014.00,10227.00
228,Arconic,Arconic Inc.,ARNC,http://www.arconic.com,"New York, NY",Aerospace & Defense,Aerospace and Defense,41500,12394.00,-45.00,-941.00,NA,20038.00,5115.00
229,NRG Energy,"NRG Energy, Inc.",NRG,http://www.nrg.com,"Princeton, NJ",Energy,Energy,8763,12351.00,-15.80,-774.00,NA,30355.00,2041.00
230,VF,V.F. Corporation,VFC,http://www.vfc.com,"Greensboro, NC",Apparel,Apparel,69000,12207.00,-1.40,1074.10,-12.80,9739.00,4941.00
231,Devon Energy,Devon Energy Corporation,DVN,http://www.devonenergy.com,"Oklahoma City, OK",Energy,"Mining, Crude-Oil Production",3545,12197.00,-7.20,-3302.00,NA,25913.00,5927.00
232,D.R. Horton,"D.R. Horton, Inc.",DHI,http://www.drhorton.com,"Fort Worth, TX",Engineering & Construction,Homebuilders,6976,12157.00,12.30,886.30,18.10,11559.00,6793.00
233,Bed Bath & Beyond,Bed Bath & Beyond Inc.,BBBY,http://www.bedbathandbeyond.com,"Union, NJ",Retailing,Specialty Retailers: Other,62000,12104.00,1.90,841.50,-12.10,6499.00,2560.00
234,Consolidated Edison,"Consolidated Edison, Inc.",ED,http://www.conedison.com,"New York, NY",Energy,Utilities: Gas and Electric,14960,12075.00,-3.80,1245.00,4.40,48255.00,14298.00
235,Edison International,Edison International,EIX,http://www.edisoninvestor.com,"Rosemead, CA",Energy,Utilities: Gas and Electric,12390,11869.00,3.00,1311.00,28.50,51319.00,11996.00
236,Sherwin-Williams,The Sherwin-Williams Company,SHW,http://www.sherwin.com,"Cleveland, OH",Chemicals,NA,42550,11856.00,4.60,1132.70,7.50,6753.00,1878.00
237,NGL Energy Partners,NGL Energy Partners LP,NGL,http://www.nglenergypartners.com,"Tulsa, OK",Energy,Energy,3200,11742.00,-30.10,-198.90,-633.20,5560.00,1656.00
238,Dominion Energy,"Dominion Energy, Inc.",D,http://www.dominionenergy.com,"Richmond, VA",Energy,Utilities: Gas and Electric,16200,11737.00,0.50,2123.00,11.80,71610.00,14605.00
239,Ameriprise Financial,"Ameriprise Financial, Inc.",AMP,http://www.ameriprise.com,"Minneapolis, MN",Financials,Diversified Financials,13195,11735.00,-3.80,1314.00,-15.90,139821.00,6292.00
240,ADP,"Automatic Data Processing, Inc.",ADP,http://www.adp.com,"Roseland, NJ",Business Services,Diversified Outsourcing Services,57000,11668.00,1.70,1492.50,2.80,43670.00,4482.00
241,Hilton Worldwide Holdings,Hilton Worldwide Holdings Inc.,HLT,http://www.hiltonworldwide.com,"McLean, VA","Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts",169000,11663.00,3.50,348.00,-75.20,26211.00,5899.00
242,First Data,First Data Corporation,FDC,http://www.firstdata.com,"Atlanta, GA",Business Services,Financial Data Services,24000,11584.00,1.20,420.00,NA,40292.00,1220.00
243,Henry Schein,"Henry Schein, Inc.",HSIC,http://www.henryschein.com,"Melville, NY",Wholesalers,Wholesalers: Health Care,21000,11572.00,8.90,506.80,5.80,6730.00,2793.00
244,Toys “R” Us,"Toys ""R"" Us, Inc.",NA,http://www.toysrusinc.com,"Wayne, NJ",Retailing,Specialty Retailers: Other,64000,11540.00,-2.20,-36.00,NA,6908.00,-1292.00
245,BB&T Corp.,BB&T Corporation,BBT,http://www.bbt.com,"Winston-Salem, NC",Financials,Commercial Banks,37500,11538.00,11.50,2426.00,16.40,219276.00,29881.00
246,Reinsurance Group of America,"Reinsurance Group of America, Incorporated",RGA,http://www.rgare.com,"Chesterfield, MO",Financials,"Insurance: Life, Health (Stock)",2371,11522.00,10.60,701.40,39.70,53098.00,7093.10
247,Core-Mark Holding,"Core-Mark Holding Company, Inc.",CORE,http://www.core-mark.com,"South San Francisco, CA",Wholesalers,Wholesalers: Food and Grocery,7688,11507.00,29.90,54.20,5.20,1497.00,530.00
248,Biogen,Biogen Inc.,BIIB,http://www.biogen.com,"Cambridge, MA",Health Care,Pharmaceuticals,7400,11449.00,6.40,3702.80,4.40,22877.00,12140.00
249,Las Vegas Sands,Las Vegas Sands Corp.,LVS,http://www.sands.com,"Las Vegas, NV","Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts",49000,11410.00,-2.40,1670.00,-15.10,20469.00,6177.00
250,Stanley Black & Decker,"Stanley Black & Decker, Inc.",SWK,http://www.stanleyblackanddecker.com,"New Britain, CT",Household Products,"Home Equipment, Furnishings",54023,11407.00,1.70,965.30,9.20,15635.00,6367.00
251,Parker-Hannifin,Parker-Hannifin Corporation,PH,http://www.parker.com,"Cleveland, OH",Industrials,Industrial Machinery,48950,11361.00,-10.60,806.80,-20.30,12057.00,4575.00
252,Stryker,Stryker Corporation,SYK,http://www.stryker.com,"Kalamazoo, MI",Health Care,Medical Products and Equipment,33000,11325.00,13.90,1647.00,14.50,20435.00,9550.00
253,Estee Lauder,The Estee Lauder Companies Inc.,EL,http://www.elcompanies.com,"New York, NY",Household Products,Household and Personal Products,46000,11262.00,4.50,1114.60,2.40,9223.00,3572.00
254,Celgene,Celgene Corporation,CELG,http://www.celgene.com,"Summit, NJ",Health Care,Pharmaceuticals,7132,11229.00,21.30,1999.20,24.80,28086.00,6599.00
255,BlackRock,"BlackRock, Inc.",BLK,http://www.blackrock.com,"New York, NY",Financials,Securities,13000,11155.00,-2.20,3172.00,-5.20,220177.00,29098.00
256,Xcel Energy,Xcel Energy Inc.,XEL,http://www.xcelenergy.com,"Minneapolis, MN",Energy,Utilities: Gas and Electric,11476,11107.00,0.70,1123.40,14.10,41155.00,11021.00
257,CSX,CSX Corporation,CSX,http://www.csx.com,"Jacksonville, FL",Transportation,Railroads,26628,11069.00,-6.30,1714.00,-12.90,35414.00,11679.00
258,Unum Group,Unum Group,UNM,http://www.unum.com,"Chattanooga, TN",Financials,"Insurance: Life, Health (Stock)",9400,11047.00,2.90,931.40,7.40,61942.00,8968.00
259,Jacobs Engineering Group,Jacobs Engineering Group Inc.,JEC,http://www.jacobs.com,"Dallas, TX",Engineering & Construction,"Engineering, Construction",49350,10964.00,-9.50,210.50,-30.50,7360.00,4265.00
260,Lennar,Lennar Corporation,LEN,http://www.lennar.com,"Miami, FL",Engineering & Construction,Homebuilders,8335,10950.00,15.60,911.80,13.60,15362.00,7026.00
261,Group 1 Automotive,"Group 1 Automotive, Inc.",GPI,http://www.group1auto.com,"Houston, TX",Retailing,"Automotive Retailing, Services",13500,10888.00,2.40,147.10,56.50,4462.00,930.00
262,Leucadia National,Leucadia National Corporation,LUK,http://www.leucadia.com,"New York, NY",Financials,Diversified Financials,13000,10875.00,-6.90,130.00,-54.20,45071.00,10128.00
263,Entergy,Entergy Corporation,ETR,http://www.entergy.com,"New Orleans, LA",Energy,Utilities: Gas and Electric,13513,10846.00,-5.80,-583.60,NA,45904.00,8082.00
264,PayPal Holdings,"PayPal Holdings, Inc.",PYPL,http://www.paypal.com,"San Jose, CA",Business Services,Financial Data Services,18100,10842.00,17.20,1401.00,14.10,33103.00,14712.00
265,Applied Materials,"Applied Materials, Inc.",AMAT,http://www.appliedmaterials.com,"Santa Clara, CA",Technology,Semiconductors and Other Electronic Components,16150,10825.00,12.10,1721.00,25.00,14588.00,7217.00
266,Voya Financial,"Voya Financial, Inc.",VOYA,http://www.voya.com,"New York, NY",Financials,Diversified Financials,6700,10782.00,-4.90,-428.00,-204.80,214235.00,12994.00
267,Mastercard,Mastercard Incorporated,MA,http://www.mastercard.com,"Purchase, NY",Business Services,Financial Data Services,11900,10776.00,11.50,4059.00,6.60,18675.00,5656.00
268,Priceline Group,The Priceline Group Inc.,PCLN,http://www.pricelinegroup.com,"Norwalk, CT",Technology,Internet Services and Retailing,18500,10743.00,16.50,2135.00,-16.30,19839.00,9820.00
269,Liberty Interactive,Liberty Interactive Corporation,QVCA,http://www.libertyinteractive.com,"Englewood, CO",Retailing,Internet Services and Retailing,21080,10647.00,6.60,1235.00,42.10,20355.00,6772.00
270,AutoZone,"AutoZone, Inc.",AZO,http://www.autozone.com,"Memphis, TN",Retailing,Specialty Retailers: Other,66780,10636.00,4.40,1241.00,7.00,8600.00,-1788.00
271,State Street Corp.,State Street Corporation,STT,http://www.statestreet.com,"Boston, MA",Financials,Commercial Banks,33783,10635.00,-1.20,2143.00,8.20,242698.00,21219.00
272,DTE Energy,DTE Energy Company,DTE,http://www.dteenergy.com,"Detroit, MI",Energy,Utilities: Gas and Electric,10000,10630.00,2.80,868.00,19.40,32041.00,9011.00
273,L3 Technologies,"L3 Technologies, Inc.",LLL,http://www.l3t.com,"New York, NY",Aerospace & Defense,Aerospace and Defense,38000,10597.00,-8.30,710.00,NA,11865.00,4553.00
274,HollyFrontier,HollyFrontier Corporation,HFC,http://www.hollyfrontier.com,"Dallas, TX",Energy,Petroleum Refining,2676,10536.00,-20.40,-260.50,-135.20,9436.00,4681.00
275,Praxair,"Praxair, Inc.",PX,http://www.praxair.com,"Danbury, CT",Chemicals,Chemicals,26498,10534.00,-2.20,1500.00,-3.00,19332.00,5021.00
276,Universal Health Services,"Universal Health Services, Inc.",UHS,http://www.uhsinc.com,"King of Prussia, PA",Health Care,Health Care: Medical Facilities,70863,10508.00,7.40,702.40,3.20,10318.00,4533.00
277,Discover Financial Services,Discover Financial Services,DFS,http://www.discover.com,"Riverwoods, IL",Financials,Commercial Banks,15549,10497.00,4.90,2393.00,4.20,92308.00,11323.00
278,Occidental Petroleum,Occidental Petroleum Corporation,OXY,http://www.oxy.com,"Houston, TX",Energy,NA,11000,10398.00,-18.10,-574.00,NA,43109.00,21497.00
279,United States Steel,United States Steel Corporation,X,http://www.ussteel.com,"Pittsburgh, PA",Materials,Metals,29800,10261.00,-11.30,-440.00,NA,9160.00,2274.00
280,Sempra Energy,Sempra Energy,SRE,http://www.sempra.com,"San Diego, CA",Energy,Utilities: Gas and Electric,16575,10183.00,-0.50,1370.00,1.60,47786.00,12951.00
281,Baxter International,Baxter International Inc.,BAX,http://www.baxter.com,"Deerfield, IL",Health Care,Medical Products and Equipment,48000,10163.00,2.00,4965.00,412.90,15546.00,8290.00
282,W.W. Grainger,"W.W. Grainger, Inc.",GWW,http://www.grainger.com,"Lake Forest, IL",Wholesalers,Wholesalers: Diversified,25000,10137.00,1.60,605.90,-21.20,5694.00,1798.00
283,Autoliv,"Autoliv, Inc.",ALV,http://www.autoliv.com,"Auburn Hills, MI",Motor Vehicles & Parts,Motor Vehicles and Parts,65900,10074.00,9.90,567.10,24.10,8234.00,3677.00
284,Norfolk Southern,Norfolk Southern Corporation,NSC,http://www.nscorp.com,"Norfolk, VA",Transportation,Railroads,27856,9888.00,-5.90,1668.00,7.20,34892.00,12409.00
285,Baker Hughes,Baker Hughes Incorporated,BHI,http://www.bakerhughes.com,"Houston, TX",Energy,"Oil and Gas Equipment, Services",33000,9841.00,-37.50,-2738.00,NA,19034.00,12656.00
286,Ally Financial,Ally Financial Inc.,ALLY,http://www.ally.com,"Detroit, MI",Financials,Diversified Financials,7600,9835.00,3.10,1067.00,-17.20,163728.00,13317.00
287,Sonic Automotive,"Sonic Automotive, Inc",SAH,http://www.sonicautomotive.com,"Charlotte, NC",Retailing,"Automotive Retailing, Services",9800,9732.00,1.10,93.20,8.00,3639.00,725.00
288,Owens & Minor,"Owens & Minor, Inc.",OMI,http://www.owens-minor.com,"Mechanicsville, VA",Wholesalers,Wholesalers: Health Care,7900,9723.00,-0.50,108.80,5.20,2718.00,960.00
289,Huntsman,Huntsman Corporation,HUN,http://www.huntsman.com,"The Woodlands, TX",Chemicals,Chemicals,15000,9657.00,-6.20,326.00,250.50,9189.00,1287.00
290,Laboratory Corp. of America,Laboratory Corporation of America Holdings,LH,http://www.labcorp.com,"Burlington, NC",Health Care,Health Care: Pharmacy and Other Services,52000,9642.00,11.10,732.10,67.60,14247.00,5506.00
291,Murphy USA,Murphy USA Inc.,MUSA,http://www.murphyusa.com,"El Dorado, AR",Retailing,Specialty Retailers: Other,6600,9633.00,-11.50,221.50,25.60,2089.00,697.00
292,Advance Auto Parts,"Advance Auto Parts, Inc.",AAP,http://www.advanceautoparts.com,"Roanoke, VA",Retailing,Specialty Retailers: Other,57500,9568.00,-1.70,459.60,-2.90,8315.00,2916.00
293,Fidelity National Financial,"Fidelity National Financial, Inc.",FNF,http://www.fnf.com,"Jacksonville, FL",Financials,Insurance: Property and Casualty (Stock),55219,9554.00,4.60,650.00,23.30,14463.00,5996.00
294,Air Products & Chemicals,"Air Products & Chemicals, Inc.",APD,http://www.airproducts.com,"Allentown, PA",Chemicals,Chemicals,18450,9524.00,-3.70,631.10,-50.60,18055.00,7080.00
295,Hormel Foods,Hormel Foods Corporation,HRL,http://www.hormelfoods.com,"Austin, MN","Food, Beverages & Tobacco",Food Consumer Products,21100,9523.00,2.80,890.10,29.70,6370.00,4448.00
296,Hertz Global Holdings,"Hertz Global Holdings, Inc.",HTZ,http://www.hertz.com,"Estero, FL",Retailing,"Automotive Retailing, Services",36000,9480.00,-10.00,-491.00,-279.90,19155.00,1075.00
297,MGM Resorts International,MGM Resorts International,MGM,http://www.mgmresorts.com,"Las Vegas, NV","Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts",66500,9455.00,2.90,1101.40,NA,28173.00,6220.00
298,Corning,Corning Incorporated,GLW,http://www.corning.com,"Corning, NY",Industrials,"Electronics, Electrical Equipment",40700,9390.00,3.10,3695.00,176.00,27899.00,17893.00
299,Republic Services,"Republic Services, Inc.",RSG,http://www.republicservices.com,"Phoenix, AZ",Business Services,Waste Management,33000,9388.00,3.00,612.60,-18.30,20630.00,7691.00
300,Alcoa,Alcoa Corporation,AA,http://www.alcoa.com,"New York, NY",Materials,Metals,14000,9318.00,3.00,-400.00,NA,16741.00,5654.00
301,Fidelity National Information Services,"Fidelity National Information Services, Inc.",FIS,http://www.fisglobal.com,"Jacksonville, FL",Business Services,Financial Data Services,55000,9241.00,40.10,568.00,-10.10,26031.00,9741.00
302,Pacific Life,Pacific Life,NA,http://www.pacificlife.com,"Newport Beach, CA",Financials,"Insurance: Life, Health (Stock)",3628,9169.00,6.10,824.00,24.70,143298.00,11022.00
303,SunTrust Banks,"SunTrust Banks, Inc.",STI,http://www.suntrust.com,"Atlanta, GA",Financials,Commercial Banks,24375,9161.00,7.40,1878.00,-2.80,204875.00,23515.00
304,LKQ,LKQ Corporation,LKQ,http://www.lkqcorp.com,"Chicago, IL",Wholesalers,Wholesalers: Diversified,42500,9082.00,26.30,464.00,9.60,8303.00,3442.90
305,BorgWarner,BorgWarner Inc.,BWA,http://www.borgwarner.com,"Auburn Hills, MI",Motor Vehicles & Parts,Motor Vehicles and Parts,27000,9071.00,13.10,118.50,-80.60,8835.00,3218.30
306,Ball,Ball Corporation,BLL,http://www.ball.com,"Broomfield, CO",Materials,"Packaging, Containers",18450,9061.00,13.30,263.00,-6.40,16173.00,3435.00
306,CST Brands,"CST Brands, Inc.",CST,http://www.cstbrands.com,"San Antonio, TX",Retailing,Specialty Retailers: Other,12380,9061.00,-4.60,324.00,117.40,4360.00,1229.00
306,Public Service Enterprise Group,Public Service Enterprise Group Incorporated,PEG,http://www.pseg.com,"Newark, NJ",Energy,Utilities: Gas and Electric,13065,9061.00,-13.00,887.00,-47.20,40070.00,13130.00
309,Eastman Chemical,Eastman Chemical Company,EMN,http://www.eastman.com,"Kingsport, TN",Chemicals,Chemicals,14000,9008.00,-6.60,854.00,0.70,15457.00,4532.00
310,eBay,eBay Inc.,EBAY,http://www.ebay.com,"San Jose, CA",Technology,Internet Services and Retailing,12600,8979.00,-5.40,7266.00,321.20,23847.00,10539.00
311,Mohawk Industries,"Mohawk Industries, Inc.",MHK,http://www.mohawkind.com,"Calhoun, GA",Household Products,"Home Equipment, Furnishings",37800,8959.00,11.00,930.40,51.20,10231.00,5777.00
312,Oneok,"ONEOK, Inc.",OKE,http://www.oneok.com,"Tulsa, OK",Energy,NA,2384,8921.00,14.90,352.00,43.70,16139.00,189.00
313,Frontier Communications,Frontier Communications Corporation,FTR,http://www.frontier.com,"Norwalk, CT",Telecommunications,Telecommunications,28332,8896.00,59.50,-373.00,NA,29013.00,4519.00
314,Netflix,"Netflix, Inc.",NFLX,http://www.netflix.com,"Los Gatos, CA",Technology,Internet Services and Retailing,3850,8831.00,30.30,186.70,52.20,13587.00,2680.00
315,American Family Insurance Group,American Family Insurance Group,NA,http://www.amfam.com,"Madison, WI",Financials,Insurance: Property and Casualty (Stock),10471,8829.00,6.60,325.60,-53.10,22662.00,7760.00
316,Thrivent Financial for Lutherans,Thrivent Financial for Lutherans,NA,http://www.thrivent.com,"Minneapolis, MN",Financials,"Insurance: Life, Health (Mutual)",3282,8777.00,-0.10,587.80,-23.60,88561.00,7726.00
317,Expedia,"Expedia, Inc.",EXPE,http://www.expediainc.com,"Bellevue, WA",Technology,Internet Services and Retailing,20075,8774.00,31.50,281.80,-63.10,15778.00,4132.00
318,Lithia Motors,"Lithia Motors, Inc.",LAD,http://www.lithiamotors.com,"Medford, OR",Retailing,"Automotive Retailing, Services",11170,8678.00,10.30,197.10,7.70,3844.00,911.00
319,Avis Budget Group,"Avis Budget Group, Inc.",CAR,http://www.avisbudgetgroup.com,"Parsippany, NJ",Retailing,"Automotive Retailing, Services",25600,8659.00,1.80,163.00,-47.90,17643.00,221.00
320,Reliance Steel & Aluminum,Reliance Steel & Aluminum Co.,RS,http://www.rsac.com,"Los Angeles, CA",Materials,Metals,14500,8613.00,-7.90,304.30,-2.30,7411.00,4149.00
321,GameStop,GameStop Corp.,GME,http://www.gamestopcorp.com,"Grapevine, TX",Retailing,Specialty Retailers: Other,41750,8608.00,-8.10,353.20,-12.30,4976.00,2254.00
322,Tenneco,Tenneco Inc.,TEN,http://www.tenneco.com,"Lake Forest, IL",Motor Vehicles & Parts,Motor Vehicles and Parts,31000,8599.00,4.80,363.00,47.00,4342.00,588.00
323,O’Reilly Automotive,"O'Reilly Automotive, Inc.",ORLY,http://www.oreillyauto.com,"Springfield, MO",Retailing,Specialty Retailers: Other,58397,8593.00,7.90,1037.70,11.40,7204.00,1627.00
324,Peter Kiewit Sons’,"Peter Kiewit Sons', Inc.",NA,http://www.kiewit.com,"Omaha, NE",Engineering & Construction,"Engineering, Construction",20000,8573.00,-4.70,396.00,57.80,6179.00,3268.00
325,United Natural Foods,"United Natural Foods, Inc.",UNFI,http://www.unfi.com,"Providence, RI",Wholesalers,Wholesalers: Food and Grocery,9554,8470.00,3.50,125.80,-9.30,2852.00,1520.00
326,salesforce.com,"salesforce.com, inc.",CRM,http://www.salesforce.com,"San Francisco, CA",Technology,Computer Software,25000,8392.00,25.90,179.60,NA,17585.00,7500.00
327,Boston Scientific,Boston Scientific Corporation,BSX,http://www.bostonscientific.com,"Marlborough, MA",Health Care,Medical Products and Equipment,27000,8386.00,12.20,347.00,NA,18096.00,6733.00
328,Newmont Mining,Newmont Mining Corporation,NEM,http://www.newmont.com,"Greenwood Village, CO",Energy,"Mining, Crude-Oil Production",12438,8379.00,8.40,-627.00,-385.00,21031.00,10721.00
329,Genworth Financial,"Genworth Financial, Inc.",GNW,http://www.genworth.com,"Richmond, VA",Financials,"Insurance: Life, Health (Stock)",3400,8369.00,-9.50,-277.00,NA,104658.00,12644.00
330,Live Nation Entertainment,"Live Nation Entertainment, Inc.",LYV,http://www.livenationentertainment.com,"Beverly Hills, CA",Media,Entertainment,11500,8355.00,15.30,2.90,NA,6764.00,1126.00
331,Veritiv,Veritiv Corp,VRTV,http://www.veritivcorp.com,"Atlanta, GA",Wholesalers,Wholesalers: Diversified,8700,8327.00,-4.50,21.00,-21.30,2484.00,542.00
332,News Corp.,News Corporation,NWSA,http://www.newscorp.com,"New York, NY",Media,"Publishing, Printing",24000,8319.00,-3.60,179.00,NA,15483.00,11564.00
333,Crown Holdings,"Crown Holdings, Inc.",CCK,http://www.crowncork.com,"Philadelphia, PA",Materials,"Packaging, Containers",23992,8284.00,-5.50,496.00,26.20,9599.00,366.00
334,Global Partners,Global Partners LP,GLP,http://www.globalp.com,"Waltham, MA",Wholesalers,Wholesalers: Diversified,1770,8240.00,-20.10,-199.40,-557.80,2564.00,393.00
335,PVH,PVH Corp.,PVH,http://www.pvh.com,"New York, NY",Apparel,Apparel,26650,8203.00,2.30,549.00,-4.10,11068.00,4805.00
336,Level 3 Communications,"Level 3 Communications, Inc.",LVLT,http://www.level3.com,"Broomfield, CO",Telecommunications,Telecommunications,12600,8172.00,-0.70,677.00,-80.30,24888.00,10917.00
337,Navistar International,Navistar International Corporation,NAV,http://www.navistar.com,"Lisle, IL",Industrials,Construction and Farm Machinery,11300,8111.00,-20.00,-97.00,NA,5653.00,-5298.00
338,Univar,Univar Inc.,UNVR,http://www.univar.com,"Downers Grove, IL",Wholesalers,Wholesalers: Diversified,8700,8074.00,-10.10,-68.40,-514.50,5390.00,810.00
339,Campbell Soup,Campbell Soup Company,CPB,http://www.campbellsoupcompany.com,"Camden, NJ","Food, Beverages & Tobacco",Food Consumer Products,16500,7961.00,-1.50,563.00,-18.50,7837.00,1525.00
340,Dick’s Sporting Goods,"Dick's Sporting Goods, Inc.",DKS,http://www.dicks.com,"Coraopolis, PA",Retailing,Specialty Retailers: Other,27550,7922.00,9.00,287.40,-13.00,4058.00,1930.00
341,Weyerhaeuser,Weyerhaeuser Company,WY,http://www.weyerhaeuser.com,"Seattle, WA",Materials,Forest and Paper Products,10400,7902.00,11.60,1027.00,103.00,19243.00,9180.00
342,Mutual of Omaha Insurance,Mutual of Omaha Insurance Company,NA,http://www.mutualofomaha.com,"Omaha, NE",Financials,"Insurance: Life, Health (Stock)",5732,7899.00,9.20,356.60,7.10,38465.00,5618.00
343,Chesapeake Energy,Chesapeake Energy Corporation,CHK,http://www.chk.com,"Oklahoma City, OK",Energy,"Mining, Crude-Oil Production",3300,7872.00,-38.30,-4401.00,NA,13028.00,-1460.00
344,Anadarko Petroleum,Anadarko Petroleum Corporation,APC,http://www.anadarko.com,"The Woodlands, TX",Energy,"Mining, Crude-Oil Production",4500,7869.00,-9.50,-3071.00,NA,45564.00,12212.00
345,Interpublic Group,"The Interpublic Group of Companies, Inc.",IPG,http://www.interpublic.com,"New York, NY",Business Services,"Advertising, Marketing",49800,NA,3.10,608.50,33.90,12485.00,2017.00
346,J.M. Smucker,The J.M. Smucker Company,SJM,http://www.jmsmucker.com,"Orrville, OH","Food, Beverages & Tobacco",Food Consumer Products,6910,7811.00,37.20,688.70,99.70,15984.00,7009.00
347,Steel Dynamics,"Steel Dynamics, Inc.",STLD,http://www.steeldynamics.com,"Fort Wayne, IN",Materials,Metals,7695,7777.00,2.40,382.10,NA,6424.00,2927.00
348,Foot Locker,"Foot Locker, Inc.",FL,http://www.footlocker-inc.com,"New York, NY",Retailing,Specialty Retailers: Apparel,32965,7766.00,4.80,664.00,22.70,3840.00,2710.00
349,Western Refining,"Western Refining, Inc.",NA,http://www.wnr.com,"El Paso, TX",Energy,Petroleum Refining,7134,7743.00,-20.90,124.90,-69.30,5560.00,1697.00
350,SpartanNash,SpartanNash Company,SPTN,http://www.spartannash.com,"Byron Center, MI",Wholesalers,Wholesalers: Food and Grocery,11500,7735.00,1.10,56.80,-9.40,1930.00,825.00
351,Dean Foods,Dean Foods Company,DF,http://www.deanfoods.com,"Dallas, TX","Food, Beverages & Tobacco",Food Consumer Products,17000,7710.00,-5.10,119.90,NA,2606.00,611.00
352,Zimmer Biomet Holdings,"Zimmer Biomet Holdings, Inc.",ZBH,http://www.zimmerbiomet.com,"Warsaw, IN",Health Care,Medical Products and Equipment,18500,7684.00,28.10,305.90,108.10,26684.00,9669.00
353,PulteGroup,"PulteGroup, Inc.",PHM,http://www.pultegroupinc.com,"Atlanta, GA",Engineering & Construction,Homebuilders,4623,7669.00,28.20,602.70,22.00,10178.00,4659.00
354,W.R. Berkley,W.R. Berkley Corporation,WRB,http://www.wrberkley.com,"Greenwich, CT",Financials,Insurance: Property and Casualty (Stock),7608,7654.00,6.20,601.90,19.50,23365.00,5047.00
355,Quanta Services,"Quanta Services, Inc.",PWR,http://www.quantaservices.com,"Houston, TX",Engineering & Construction,"Engineering, Construction",28100,7651.00,0.20,198.40,-36.20,5354.00,3339.00
356,EOG Resources,"EOG Resources, Inc.",EOG,http://www.eogresources.com,"Houston, TX",Energy,"Mining, Crude-Oil Production",2650,7651.00,-12.60,-1096.70,NA,29459.00,13982.00
357,Charles Schwab,The Charles Schwab Corporation,SCHW,http://www.aboutschwab.com,"San Francisco, CA",Financials,Securities,16200,7644.00,17.60,1889.00,30.50,223383.00,16421.00
358,Eversource Energy,Eversource Energy,ES,http://www.eversource.com,"Springfield, MA",Energy,Utilities: Gas and Electric,7762,7639.00,-4.00,942.30,7.30,32053.00,10712.00
359,Anixter International,Anixter International Inc.,AXE,http://www.anixter.com,"Glenview, IL",Wholesalers,Wholesalers: Electronics and Office Equipment,8900,7625.00,15.60,120.50,-5.60,4094.00,1292.00
360,EMCOR Group,"EMCOR Group, Inc.",EME,http://www.emcorgroup.com,"Norwalk, CT",Engineering & Construction,"Engineering, Construction",31000,7552.00,12.30,181.90,5.60,3894.00,1537.00
361,Assurant,"Assurant, Inc.",AIZ,http://www.assurant.com,"New York, NY",Financials,Insurance: Property and Casualty (Stock),14700,7532.00,-27.10,565.40,299.40,29709.00,4098.00
362,CenterPoint Energy,"CenterPoint Energy, Inc.",CNP,http://www.centerpointenergy.com,"Houston, TX",Energy,Utilities: Gas and Electric,7727,7528.00,1.90,432.00,NA,21829.00,3460.00
363,Harris,Harris Corporation,HRS,http://www.harris.com,"Melbourne, FL",Technology,Network and Other Communications Equipment,21000,7527.00,48.10,324.00,-3.00,11996.00,3056.00
364,HD Supply Holdings,"HD Supply Holdings, Inc.",HDS,http://www.hdsupply.com,"Atlanta, GA",Wholesalers,Wholesalers: Diversified,14000,7524.00,-14.30,196.00,-86.70,5707.00,960.00
365,PPL,PPL Corporation,PPL,http://www.pplweb.com,"Allentown, PA",Energy,Utilities: Gas and Electric,12689,7517.00,-2.00,1902.00,178.90,38315.00,9899.00
