rank,title,name,ticker,url,hq,sector,industry,employees,revenues,revenues_change,profits,profits_change,assets,equity
1,Walmart,"Wal-Mart Stores, Inc.",WMT,http://www.walmart.com,"Bentonville, AR",Retailing,General Merchandisers,2300000,485873.00,0.80,13643.00,-7.20,198825.00,77798.00
2,Berkshire Hathaway,Berkshire Hathaway Inc.,BRKA,http://www.berkshirehathaway.com,"Omaha, NE",Financials,Insurance: Property and Casualty (Stock),367700,223604.00,6.10,24074.00,0.00,620854.00,283001.00
3,Apple,"Apple, Inc.",AAPL,http://www.apple.com,"Cupertino, CA",Technology,"Computers, Office Equipment",116000,215639.00,-7.70,45687.00,-14.40,321686.00,128249.00
4,Exxon Mobil,Exxon Mobil Corporation,XOM,http://www.exxonmobil.com,"Irving, TX",Energy,Petroleum Refining,72700,205004.00,-16.70,7840.00,-51.50,330314.00,167325.00
5,McKesson,McKesson Corporation,MCK,http://www.mckesson.com,"San Francisco, CA",Wholesalers,Wholesalers: Health Care,68000,192487.00,6.20,2258.00,53.00,56563.00,8924.00
6,UnitedHealth Group,UnitedHealth Group Incorporated,UNH,http://www.unitedhealthgroup.com,"Minnetonka, MN",Health Care,Health Care: Insurance and Managed Care,230000,184840.00,17.70,7017.00,20.70,122810.00,38274.00
7,CVS Health,CVS Health Corporation,CVS,http://www.cvshealth.com,"Woonsocket, RI",Health Care,Health Care: Pharmacy and Other Services,204000,177526.00,15.80,5317.00,1.50,94462.00,36830.00
8,General Motors,General Motors Company,GM,http://www.gm.com,"Detroit, MI",Motor Vehicles & Parts,Motor Vehicles and Parts,225000,166380.00,9.20,9427.00,-2.70,221690.00,43836.00
9,AT&T,AT&T Inc.,T,http://www.att.com,"Dallas, TX",Telecommunications,Telecommunications,268540,163786.00,11.60,12976.00,-2.80,403821.00,123135.00
10,Ford Motor,Ford Motor Company,F,http://www.ford.com,"Dearborn, MI",Motor Vehicles & Parts,Motor Vehicles and Parts,201000,151800.00,1.50,4596.00,-37.70,237951.00,29170.00
11,AmerisourceBergen,AmerisourceBergen Corp.,ABC,http://www.amerisourcebergen.com,"Chesterbrook, PA",Wholesalers,Wholesalers: Health Care,18500,146850.00,8.00,1427.90,NA,33656.00,2129.00
12,Amazon.com,"Amazon.com, Inc.",AMZN,http://www.amazon.com,"Seattle, WA",Technology,Internet Services and Retailing,341400,135987.00,27.10,2371.00,297.80,83402.00,19285.00
13,General Electric,General Electric Company,GE,http://www.ge.com,"Boston, MA",Industrials,Industrial Machinery,295000,126661.00,-9.80,8831.00,NA,365183.00,75828.00
14,Verizon,Verizon Communications Inc.,VZ,http://www.verizon.com,"New York, NY",Telecommunications,Telecommunications,160900,125980.00,-4.30,13127.00,-26.60,244180.00,22524.00
15,Cardinal Health,"Cardinal Health, Inc.",CAH,http://www.cardinalhealth.com,"Dublin, OH",Wholesalers,Wholesalers: Health Care,37300,121546.00,18.50,1427.00,17.40,34122.00,6554.00
16,Costco,Costco Wholesale Corporation,COST,http://www.costco.com,"Issaquah, WA",Retailing,General Merchandisers,172000,118719.00,2.20,2350.00,-1.10,33163.00,12079.00
17,Walgreens Boots Alliance,"Walgreens Boots Alliance, Inc",WBA,http://www.walgreensbootsalliance.com,"Deerfield, IL",Food & Drug Stores,Food and Drug Stores,300000,117351.00,13.40,4173.00,NA,72688.00,29880.00
18,Kroger,The Kroger Company,KR,http://www.thekrogerco.com,"Cincinnati, OH",Food & Drug Stores,Food and Drug Stores,443000,115337.00,5.00,1975.00,-3.10,36505.00,6698.00
19,Chevron,Chevron Corporation,CVX,http://www.chevron.com,"San Ramon, CA",Energy,Petroleum Refining,55200,107567.00,-18.00,-497.00,-110.80,260078.00,145556.00
20,Fannie Mae,Fannie Mae,FNMA,http://www.fanniemae.com,"Washington, DC",Financials,Diversified Financials,7000,107162.00,-2.90,12313.00,12.40,3287968.00,6071.00
21,J.P. Morgan Chase,JPMorgan Chase & Co.,JPM,http://www.jpmorganchase.com,"New York, NY",Financials,Commercial Banks,243355,105486.00,4.40,24733.00,1.20,2490972.00,254190.00
22,Express Scripts Holding,Express Scripts Holding Company,ESRX,http://www.express-scripts.com,"St. Louis, MO",Health Care,Health Care: Pharmacy and Other Services,25600,100288.00,-1.40,3404.40,37.50,51745.00,16236.00
23,Home Depot,"The Home Depot, Inc.",HD,http://www.homedepot.com,"Atlanta, GA",Retailing,Specialty Retailers: Other,406000,94595.00,6.90,7957.00,13.50,42966.00,4333.00
24,Boeing,The Boeing Company,BA,http://www.boeing.com,"Chicago, IL",Aerospace & Defense,Aerospace and Defense,150540,94571.00,-1.60,4895.00,-5.40,89997.00,817.00
25,Wells Fargo,Wells Fargo & Company,WFC,http://www.wellsfargo.com,"San Francisco, CA",Financials,Commercial Banks,269100,94176.00,4.60,21938.00,-4.20,1930115.00,199581.00
26,Bank of America Corp.,Bank of America Corporation,BAC,http://www.bankofamerica.com,"Charlotte, NC",Financials,Commercial Banks,208024,93662.00,0.70,17906.00,12.70,2187702.00,266840.00
27,Alphabet,Alphabet Inc.,GOOGL,http://www.abc.xyz,"Mountain View, CA",Technology,Internet Services and Retailing,72053,90272.00,20.40,19478.00,19.10,167497.00,139036.00
28,Microsoft,Microsoft Corporation,MSFT,http://www.microsoft.com,"Redmond, WA",Technology,Computer Software,114000,85320.00,-8.80,16798.00,37.80,193694.00,71997.00
29,Anthem,"Anthem, Inc.",ANTM,http://www.antheminc.com,"Indianapolis, IN",Health Care,Health Care: Insurance and Managed Care,53000,84863.00,7.20,2469.80,-3.50,65083.00,25100.00
30,Citigroup,Citigroup Inc.,C,http://www.citigroup.com,"New York, NY",Financials,Commercial Banks,219000,82386.00,-6.70,14912.00,-13.50,1792077.00,225120.00
31,Comcast,Comcast Corporation,CMCSA,http://www.comcastcorporation.com,"Philadelphia, PA",Telecommunications,Telecommunications,159000,80403.00,7.90,8695.00,6.50,180500.00,53943.00
32,IBM,International Business Machines Corporation,IBM,http://www.ibm.com,"Armonk, NY",Technology,Information Technology Services,414400,79919.00,-3.10,11872.00,-10.00,117470.00,18246.00
33,State Farm Insurance Cos.,State Farm Insurance Cos.,NA,http://www.statefarm.com,"Bloomington, IL",Financials,Insurance: Property and Casualty (Mutual),68234,76132.00,0.60,350.30,-94.40,256030.00,87592.00
34,Phillips 66,Phillips 66,PSX,http://www.phillips66.com,"Houston, TX",Energy,Petroleum Refining,14800,72396.00,-16.90,1555.00,-63.20,51653.00,22390.00
35,Johnson & Johnson,Johnson & Johnson,JNJ,http://www.jnj.com,"New Brunswick, NJ",Health Care,Pharmaceuticals,126400,71890.00,2.60,16540.00,7.30,141208.00,70418.00
36,Procter & Gamble,The Procter & Gamble Company,PG,http://www.pg.com,"Cincinnati, OH",Household Products,Household and Personal Products,105000,71726.00,-8.90,10508.00,49.30,127136.00,57341.00
37,Valero Energy,Valero Energy Corporation,VLO,http://www.valero.com,"San Antonio, TX",Energy,Petroleum Refining,9996,70166.00,-14.20,2289.00,-42.60,46173.00,20024.00
38,Target,Target Corporation,TGT,http://www.target.com,"Minneapolis, MN",Retailing,General Merchandisers,323000,69495.00,-5.80,2737.00,-18.60,37431.00,10953.00
39,Freddie Mac,Freddie Mac,FMCC,http://www.freddiemac.com,"McLean, VA",Financials,Diversified Financials,5982,65665.00,3.40,7815.00,22.60,2023376.00,5075.00
40,Lowe’s,"Lowe's Companies, Inc.",LOW,http://www.lowes.com,"Mooresville, NC",Retailing,Specialty Retailers: Other,240000,65017.00,10.10,3093.00,21.50,34408.00,6434.00
41,Dell Technologies,Dell Technologies Inc.,NA,http://www.delltechnologies.com,"Round Rock, TX",Technology,"Computers, Office Equipment",138000,64806.00,18.10,-1672.00,NA,118206.00,13243.00
42,MetLife,"MetLife, Inc.",MET,http://www.metlife.com,"New York, NY",Financials,"Insurance: Life, Health (Stock)",58000,63476.00,-9.30,800.00,-84.90,898764.00,67309.00
43,Aetna,Aetna Inc.,AET,http://www.aetna.com,"Hartford, CT",Health Care,Health Care: Insurance and Managed Care,49500,63155.00,4.70,2271.00,-5.00,69146.00,17881.00
44,PepsiCo,"PepsiCo, Inc.",PEP,http://www.pepsico.com,"Purchase, NY","Food, Beverages & Tobacco",Food Consumer Products,264000,62799.00,-0.40,6329.00,16.10,74129.00,11095.00
45,Archer Daniels Midland,Archer-Daniels-Midland Company,ADM,http://www.adm.com,"Chicago, IL","Food, Beverages & Tobacco",Food Production,31800,62346.00,-7.90,1279.00,-30.80,39769.00,17173.00
46,UPS,"United Parcel Service, Inc.",UPS,http://www.ups.com,"Atlanta, GA",Transportation,"Mail, Package, and Freight Delivery",335520,60906.00,4.40,3431.00,-29.20,40377.00,405.00
47,Intel,Intel Corporation,INTC,http://www.intel.com,"Santa Clara, CA",Technology,Semiconductors and Other Electronic Components,106000,59387.00,7.30,10316.00,-9.70,113327.00,66226.00
48,Prudential Financial,"Prudential Financial, Inc.",PRU,http://www.prudential.com,"Newark, NJ",Financials,"Insurance: Life, Health (Stock)",49739,58779.00,2.90,4368.00,-22.60,783962.00,45863.00
49,Albertsons Cos.,"Albertsons Companies, Inc.",NA,http://www.albertsons.com,"Boise, ID",Food & Drug Stores,Food and Drug Stores,274000,58734.00,115.90,-502.20,NA,23770.00,1613.00
50,United Technologies,United Technologies Corporation,UTX,http://www.utc.com,"Farmington, CT",Aerospace & Defense,Aerospace and Defense,201600,57244.00,-6.20,5055.00,-33.60,89706.00,27579.00
51,Marathon Petroleum,Marathon Petroleum Corporation,MPC,http://www.marathonpetroleum.com,"Findlay, OH",Energy,Petroleum Refining,44460,55858.00,-13.50,1174.00,-58.80,44413.00,13557.00
52,Disney,The Walt Disney Company,DIS,http://www.disney.com,"Burbank, CA",Media,Entertainment,195000,55632.00,6.00,9391.00,12.00,92033.00,43265.00
53,Humana,Humana Inc.,HUM,http://www.humana.com,"Louisville, KY",Health Care,Health Care: Insurance and Managed Care,51600,54379.00,0.20,614.00,-51.90,25396.00,10685.00
54,Pfizer,Pfizer Inc.,PFE,http://www.pfizer.com,"New York, NY",Health Care,Pharmaceuticals,96500,52824.00,8.10,7215.00,3.70,171615.00,59544.00
55,AIG,"American International Group, Inc.",AIG,http://www.aig.com,"New York, NY",Financials,Insurance: Property and Casualty (Stock),56400,52367.00,-10.20,-849.00,-138.70,498264.00,76300.00
56,Lockheed Martin,Lockheed Martin Corporation,LMT,http://www.lockheedmartin.com,"Bethesda, MD",Aerospace & Defense,Aerospace and Defense,97000,50658.00,9.80,5302.00,47.10,47806.00,1511.00
57,Sysco,Sysco Corporation,SYY,http://www.sysco.com,"Houston, TX",Wholesalers,Wholesalers: Food and Grocery,51900,50367.00,3.50,949.60,38.30,16722.00,3480.00
58,FedEx,FedEx Corporation,FDX,http://www.fedex.com,"Memphis, TN",Transportation,"Mail, Package, and Freight Delivery",335767,50365.00,6.10,1820.00,73.30,46064.00,13784.00
59,Hewlett Packard Enterprise,Hewlett Packard Enterprise Company,HPE,http://www.hpe.com,"Palo Alto, CA",Technology,Information Technology Services,195000,50123.00,6.10,3161.00,NA,79679.00,31448.00
60,Cisco Systems,"Cisco Systems, Inc.",CSCO,http://www.cisco.com,"San Jose, CA",Technology,Network and Other Communications Equipment,73700,49247.00,0.20,10739.00,19.60,121652.00,63586.00
61,HP,HP Inc.,HPQ,http://www.hp.com,"Palo Alto, CA",Technology,"Computers, Office Equipment",49000,48238.00,-53.30,2496.00,-45.20,29010.00,-3889.00
62,Dow Chemical,The Dow Chemical Company,DOW,http://www.dow.com,"Midland, MI",Chemicals,Chemicals,56000,48158.00,-1.30,4318.00,-43.80,79511.00,25987.00
63,HCA Holdings,"HCA Holdings, Inc.",HCA,http://www.hcahealthcare.com,"Nashville, TN",Health Care,Health Care: Medical Facilities,210500,44747.00,2.70,2890.00,35.70,33758.00,-7302.00
64,Coca-Cola,The Coca-Cola Company,KO,http://www.coca-colacompany.com,"Atlanta, GA","Food, Beverages & Tobacco",Beverages,100300,41863.00,-5.50,6527.00,-11.20,87270.00,23062.00
65,New York Life Insurance,New York Life Insurance Company,NA,http://www.newyorklife.com,"New York, NY",Financials,"Insurance: Life, Health (Mutual)",11320,40787.00,-11.10,1088.10,324.10,287196.00,20108.00
66,Centene,Centene Corporation,CNC,http://www.centene.com,"St. Louis, MO",Health Care,Health Care: Insurance and Managed Care,30500,40721.00,78.60,562.00,58.30,20197.00,5895.00
67,American Airlines Group,American Airlines Group Inc.,AAL,http://www.aa.com,"Fort Worth, TX",Transportation,Airlines,122300,40180.00,-2.00,2676.00,-64.80,51274.00,3785.00
68,Nationwide,Nationwide Mutual Insurance Co.,NA,http://www.nationwide.com,"Columbus, OH",Financials,Insurance: Property and Casualty (Mutual),34320,40074.00,-0.40,334.30,-42.40,197790.00,15537.00
69,Merck,"Merck & Co., Inc.",MRK,http://www.merck.com,"Kenilworth, NJ",Health Care,Pharmaceuticals,68000,39807.00,0.80,3920.00,-11.80,95377.00,40088.00
70,Cigna,CIGNA Corporation,CI,http://www.cigna.com,"Bloomfield, CT",Health Care,Health Care: Insurance and Managed Care,41000,39668.00,4.70,1867.00,-10.80,59360.00,13723.00
71,Delta Air Lines,"Delta Air Lines, Inc.",DAL,http://www.delta.com,"Atlanta, GA",Transportation,Airlines,83756,39639.00,-2.60,4373.00,-3.40,51261.00,12287.00
72,Best Buy,"Best Buy Co., Inc.",BBY,http://www.bestbuy.com,"Richfield, MN",Retailing,Specialty Retailers: Other,125000,39403.00,-0.90,1228.00,36.90,13856.00,4709.00
73,Honeywell International,Honeywell International Inc.,HON,http://www.honeywell.com,"Morris Plains, NJ",Industrials,"Electronics, Electrical Equipment",131000,39302.00,1.90,4809.00,0.90,54146.00,19369.00
74,Caterpillar,Caterpillar Inc.,CAT,http://www.caterpillar.com,"Peoria, IL",Industrials,Construction and Farm Machinery,95400,38537.00,-18.00,-67.00,-103.20,74704.00,13137.00
75,Liberty Mutual Insurance Group,Liberty Mutual Holding Company Inc.,NA,http://www.libertymutual.com,"Boston, MA",Financials,Insurance: Property and Casualty (Stock),50000,38308.00,-2.90,1006.00,95.70,125592.00,20366.00
76,Morgan Stanley,Morgan Stanley,MS,http://www.morganstanley.com,"New York, NY",Financials,Commercial Banks,55311,37949.00,0.10,5979.00,-2.40,814949.00,76050.00
