tag,date,question_count,question_pct,unanswered_count,unanswered_pct
google-spreadsheet,8/7/2018,15112.00,9.29092e-4,5775.00,1.22E-03
windows,8/7/2018,123668.00,7.60E-03,38602.00,8.18E-03
amazon-glacier,8/7/2018,186.00,1.14e-5,56.00,1.19e-5
amazon-ecs,8/7/2018,889.00,5.47e-5,415.00,8.79e-5
sql-server,8/7/2018,238799.00,1.47E-02,59796.00,1.27E-02
amazon-lambda,8/7/2018,7301.00,4.48869e-4,7301.00,1.55E-03
amazon-swf,8/7/2018,232.00,1.43e-5,78.00,1.65e-5
amazon-data-pipeline,8/7/2018,397.00,2.44e-5,200.00,4.24e-5
amazon-elasticache,8/7/2018,420.00,2.58e-5,169.00,3.58e-5
amazon-ebs,8/7/2018,337.00,2.07e-5,54.00,1.14e-5
amazon-kinesis,8/7/2018,739.00,4.54e-5,361.00,7.65e-5
cognos,8/7/2018,842.00,5.18e-5,375.00,7.94e-5
amazon-elastic-beanstalk,8/7/2018,646.00,3.97e-5,316.00,6.69e-5
mongodb,8/7/2018,102084.00,6.28E-03,35702.00,7.56E-03
amazon-cloudwatch,8/7/2018,1106.00,6.8e-5,468.00,9.91e-5
amazon-vpc,8/7/2018,694.00,4.27e-5,206.00,4.36e-5
amazon-mws,8/7/2018,654.00,4.02e-5,248.00,5.25e-5
paypal,8/7/2018,18042.00,1.11E-03,8421.00,1.78E-03
actionscript,8/7/2018,9106.00,5.59842e-4,2448.00,5.18576e-4
amazon-simpledb,8/7/2018,391.00,2.4e-5,78.00,1.65e-5
amazon-ses,8/7/2018,915.00,5.63e-5,352.00,7.46e-5
citrix,8/7/2018,592.00,3.64e-5,290.00,6.14e-5
amazon-cognito,8/7/2018,1774.00,1.09066e-4,744.00,1.57606e-4
ios9,8/7/2018,4180.00,2.56989e-4,1583.00,3.35337e-4
amazon-emr,8/7/2018,2983.00,1.83396e-4,1208.00,2.55898e-4
amazon-elb,8/7/2018,1046.00,6.43e-5,380.00,8.05e-5
amazon-cloudformation,8/7/2018,2341.00,1.43926e-4,803.00,1.70105e-4
amazon-sns,8/7/2018,1368.00,8.41e-5,596.00,1.26255e-4
amazon-dynamodb,8/7/2018,5771.00,3.54804e-4,2099.00,4.44645e-4
dropbox,8/7/2018,3047.00,1.87331e-4,1159.00,2.45518e-4
amazon-redshift,8/7/2018,3316.00,2.03869e-4,1197.00,2.53568e-4
dropbox-api,8/7/2018,2056.00,1.26404e-4,819.00,1.73494e-4
actionscript-3,8/7/2018,41130.00,2.53E-03,11028.00,2.34E-03
amazon-sqs,8/7/2018,1520.00,9.35e-5,527.00,1.11638e-4
amazon-rds,8/7/2018,2451.00,1.50689e-4,992.00,2.10142e-4
osx,8/6/2018,86686.00,5.33E-03,86686.00,1.84E-02
amazon-vpc,8/6/2018,693.00,4.26e-5,206.00,4.37e-5
android,8/6/2018,1125637.00,6.92E-02,420345.00,8.91E-02
sql-server,8/6/2018,238700.00,1.47E-02,59767.00,1.27E-02
amazon-ecs,8/6/2018,888.00,5.46e-5,416.00,8.82e-5
amazon-redshift,8/6/2018,3316.00,2.03963e-4,1198.00,2.53969e-4
google-spreadsheet,8/6/2018,15097.00,9.28595e-4,5766.00,1.22E-03
amazon-cloudwatch,8/6/2018,1103.00,6.78e-5,467.00,9.9e-5
actionscript-3,8/6/2018,41130.00,2.53E-03,11029.00,2.34E-03
amazon,8/6/2018,3605.00,2.21739e-4,1391.00,2.94884e-4
amazon-swf,8/6/2018,232.00,1.43e-5,78.00,1.65e-5
paypal,8/6/2018,18039.00,1.11E-03,8426.00,1.79E-03
cognos,8/6/2018,841.00,5.17e-5,374.00,7.93e-5
amazon-emr,8/6/2018,2980.00,1.83296e-4,1206.00,2.55665e-4
amazon-s3,8/6/2018,24750.00,1.52E-03,9711.00,2.06E-03
stripe-payments,8/6/2018,4829.00,2.97024e-4,1716.00,3.63778e-4
android-pay,8/6/2018,489.00,3.01e-5,222.00,4.71e-5
amazon-rds,8/6/2018,2444.00,1.50327e-4,986.00,2.09026e-4
amazon-elastic-beanstalk,8/6/2018,645.00,3.97e-5,315.00,6.68e-5
windows,8/6/2018,123625.00,7.60E-03,38580.00,8.18E-03
amazon-cloudformation,8/6/2018,2337.00,1.43746e-4,801.00,1.69807e-4
amazon-ebs,8/6/2018,337.00,2.07e-5,54.00,1.14e-5
amazon-route53,8/6/2018,1061.00,6.53e-5,370.00,7.84e-5
amazon-sqs,8/6/2018,1520.00,9.35e-5,527.00,1.11721e-4
amazon-elb,8/6/2018,1044.00,6.42e-5,378.00,8.01e-5
amazon-dynamodb,8/6/2018,5758.00,3.54167e-4,2093.00,4.43704e-4
actionscript,8/6/2018,9105.00,5.60037e-4,2448.00,5.18962e-4
applepayjs,8/6/2018,29.00,1.78e-6,18.00,3.82e-6
amazon-rds-aurora,8/6/2018,297.00,1.83e-5,134.00,2.84e-5
amazon-ec2,8/6/2018,22291.00,1.37E-03,8307.00,1.76E-03
amazon-elasticache,8/6/2018,419.00,2.58e-5,168.00,3.56e-5
mongodb,8/6/2018,101997.00,6.27E-03,35648.00,7.56E-03
ios9,8/6/2018,4179.00,2.57045e-4,1582.00,3.35375e-4
citrix,8/6/2018,592.00,3.64e-5,290.00,6.15e-5
azure,8/6/2018,59297.00,3.65E-03,20327.00,4.31E-03
applepay,8/6/2018,341.00,2.1e-5,163.00,3.46e-5
amazon-cloudsearch,8/6/2018,317.00,1.95e-5,137.00,2.9e-5
dropbox-api,8/6/2018,2056.00,1.26462e-4,820.00,1.73835e-4
dropbox,8/6/2018,3046.00,1.87355e-4,1158.00,2.45489e-4
amazon-kinesis,8/6/2018,738.00,4.54e-5,360.00,7.63e-5
amazon-cloudfront,8/6/2018,2203.00,1.35504e-4,851.00,1.80407e-4
amazon-mws,8/6/2018,653.00,4.02e-5,248.00,5.26e-5
amazon-web-services,8/6/2018,61658.00,3.79E-03,24204.00,5.13E-03
excel,8/6/2018,174366.00,1.07E-02,60833.00,1.29E-02
amazon-sns,8/6/2018,1368.00,8.41e-5,598.00,1.26772e-4
ios8,8/6/2018,9404.00,5.78428e-4,3221.00,6.82833e-4
ios,8/6/2018,571817.00,3.52E-02,187390.00,3.97E-02
amazon-simpledb,8/6/2018,391.00,2.4e-5,78.00,1.65e-5
amazon-cognito,8/6/2018,1771.00,1.08932e-4,744.00,1.57724e-4
amazon-data-pipeline,8/6/2018,396.00,2.44e-5,199.00,4.22e-5
amazon-lambda,8/6/2018,7276.00,4.47537e-4,7276.00,1.54E-03
amazon-ses,8/6/2018,914.00,5.62e-5,352.00,7.46e-5
amazon-glacier,8/6/2018,186.00,1.14e-5,57.00,1.21e-5
amazon-ec2,8/5/2018,22285.00,1.37E-03,8305.00,1.76E-03
amazon-sns,8/5/2018,1366.00,8.4e-5,596.00,1.26389e-4
amazon-elasticache,8/5/2018,419.00,2.58e-5,168.00,3.56e-5
amazon-glacier,8/5/2018,186.00,1.14e-5,57.00,1.21e-5
amazon-cloudwatch,8/5/2018,1102.00,6.78e-5,466.00,9.88e-5
amazon-s3,8/5/2018,24742.00,1.52E-03,9706.00,2.06E-03
amazon-dynamodb,8/5/2018,5755.00,3.54055e-4,2094.00,4.44059e-4
amazon-rds-aurora,8/5/2018,297.00,1.83e-5,134.00,2.84e-5
ios9,8/5/2018,4179.00,2.57097e-4,1582.00,3.35483e-4
mongodb,8/5/2018,101969.00,6.27E-03,35645.00,7.56E-03
azure,8/5/2018,59283.00,3.65E-03,20321.00,4.31E-03
amazon,8/5/2018,3605.00,2.21784e-4,1390.00,2.94767e-4
excel,8/5/2018,174343.00,1.07E-02,60822.00,1.29E-02
amazon-simpledb,8/5/2018,391.00,2.41e-5,78.00,1.65e-5
amazon-elb,8/5/2018,1042.00,6.41e-5,376.00,7.97e-5
amazon-ebs,8/5/2018,337.00,2.07e-5,54.00,1.15e-5
amazon-vpc,8/5/2018,693.00,4.26e-5,206.00,4.37e-5
sql-server,8/5/2018,238676.00,1.47E-02,59760.00,1.27E-02
android,8/5/2018,1125421.00,6.92E-02,420232.00,8.91E-02
amazon-ecs,8/5/2018,886.00,5.45e-5,417.00,8.84e-5
google-spreadsheet,8/5/2018,15091.00,9.28416e-4,5766.00,1.22E-03
cognos,8/5/2018,841.00,5.17e-5,374.00,7.93e-5
amazon-elastic-beanstalk,8/5/2018,644.00,3.96e-5,315.00,6.68e-5
stripe-payments,8/5/2018,4827.00,2.96962e-4,1716.00,3.63896e-4
amazon-route53,8/5/2018,1061.00,6.53e-5,370.00,7.85e-5
paypal,8/5/2018,18036.00,1.11E-03,8424.00,1.79E-03
amazon-sqs,8/5/2018,1521.00,9.36e-5,528.00,1.11969e-4
amazon-cloudformation,8/5/2018,2334.00,1.43591e-4,799.00,1.69438e-4
android-pay,8/5/2018,489.00,3.01e-5,222.00,4.71e-5
actionscript-3,8/5/2018,41129.00,2.53E-03,11030.00,2.34E-03
amazon-ses,8/5/2018,912.00,5.61e-5,350.00,7.42e-5
ios8,8/5/2018,9404.00,5.78546e-4,3221.00,6.83054e-4
amazon-data-pipeline,8/5/2018,396.00,2.44e-5,199.00,4.22e-5
amazon-web-services,8/5/2018,61624.00,3.79E-03,24195.00,5.13E-03
dropbox-api,8/5/2018,2057.00,1.26549e-4,820.00,1.73891e-4
amazon-cloudfront,8/5/2018,2201.00,1.35408e-4,849.00,1.80041e-4
citrix,8/5/2018,592.00,3.64e-5,290.00,6.15e-5
applepay,8/5/2018,341.00,2.1e-5,163.00,3.46e-5
applepayjs,8/5/2018,29.00,1.78e-6,18.00,3.82e-6
amazon-rds,8/5/2018,2444.00,1.50358e-4,986.00,2.09094e-4
amazon-redshift,8/5/2018,3315.00,2.03943e-4,1197.00,2.53839e-4
amazon-swf,8/5/2018,231.00,1.42e-5,77.00,1.63e-5
amazon-emr,8/5/2018,2979.00,1.83272e-4,1205.00,2.55536e-4
amazon-mws,8/5/2018,653.00,4.02e-5,248.00,5.26e-5
amazon-lambda,8/5/2018,7267.00,4.47075e-4,7267.00,1.54E-03
osx,8/5/2018,86664.00,5.33E-03,86664.00,1.84E-02
amazon-cloudsearch,8/5/2018,317.00,1.95e-5,137.00,2.91e-5
amazon-cognito,8/5/2018,1768.00,1.0877e-4,742.00,1.57351e-4
ios,8/5/2018,571721.00,3.52E-02,187352.00,3.97E-02
amazon-kinesis,8/5/2018,738.00,4.54e-5,360.00,7.63e-5
actionscript,8/5/2018,9103.00,5.60028e-4,2447.00,5.18917e-4
dropbox,8/5/2018,3046.00,1.87394e-4,1157.00,2.45356e-4
windows,8/5/2018,123606.00,7.60E-03,38574.00,8.18E-03
amazon-glacier,8/4/2018,186.00,1.14e-5,57.00,1.21e-5
amazon-ebs,8/4/2018,337.00,2.07e-5,54.00,1.15e-5
amazon-elasticache,8/4/2018,419.00,2.58e-5,170.00,3.61e-5
osx,8/4/2018,86655.00,5.33E-03,86655.00,1.84E-02
amazon-simpledb,8/4/2018,391.00,2.41e-5,78.00,1.65e-5
ios8,8/4/2018,9404.00,5.78662e-4,3221.00,6.83287e-4
excel,8/4/2018,174315.00,1.07E-02,60811.00,1.29E-02
amazon-cloudsearch,8/4/2018,317.00,1.95e-5,137.00,2.91e-5
amazon-data-pipeline,8/4/2018,396.00,2.44e-5,199.00,4.22e-5
amazon-elb,8/4/2018,1041.00,6.41e-5,375.00,7.96e-5
amazon,8/4/2018,3608.00,2.22013e-4,1393.00,2.95504e-4
amazon-cloudfront,8/4/2018,2199.00,1.35312e-4,848.00,1.7989e-4
dropbox-api,8/4/2018,2057.00,1.26574e-4,820.00,1.7395e-4
amazon-web-services,8/4/2018,61592.00,3.79E-03,24182.00,5.13E-03
amazon-sns,8/4/2018,1365.00,8.4e-5,596.00,1.26432e-4
azure,8/4/2018,59278.00,3.65E-03,20323.00,4.31E-03
applepay,8/4/2018,341.00,2.1e-5,163.00,3.46e-5
actionscript,8/4/2018,9103.00,5.6014e-4,2446.00,5.18882e-4
mongodb,8/4/2018,101937.00,6.27E-03,35623.00,7.56E-03
applepayjs,8/4/2018,29.00,1.78e-6,18.00,3.82e-6
citrix,8/4/2018,592.00,3.64e-5,290.00,6.15e-5
amazon-rds-aurora,8/4/2018,298.00,1.83e-5,134.00,2.84e-5
ios9,8/4/2018,4179.00,2.57149e-4,1582.00,3.35597e-4
amazon-dynamodb,8/4/2018,5755.00,3.54126e-4,2097.00,4.44847e-4
amazon-ec2,8/4/2018,22278.00,1.37E-03,8299.00,1.76E-03
amazon-s3,8/4/2018,24739.00,1.52E-03,9709.00,2.06E-03
amazon-sqs,8/4/2018,1519.00,9.35e-5,526.00,1.11583e-4
stripe-payments,8/4/2018,4825.00,2.96899e-4,1713.00,3.63385e-4
amazon-cloudformation,8/4/2018,2334.00,1.43619e-4,799.00,1.69496e-4
amazon-route53,8/4/2018,1060.00,6.52e-5,371.00,7.87e-5
amazon-rds,8/4/2018,2442.00,1.50265e-4,984.00,2.08741e-4
android-pay,8/4/2018,489.00,3.01e-5,222.00,4.71e-5
amazon-redshift,8/4/2018,3314.00,2.03922e-4,1197.00,2.53925e-4
amazon-swf,8/4/2018,231.00,1.42e-5,77.00,1.63e-5
amazon-elastic-beanstalk,8/4/2018,644.00,3.96e-5,315.00,6.68e-5
cognos,8/4/2018,841.00,5.17e-5,374.00,7.93e-5
amazon-emr,8/4/2018,2979.00,1.83308e-4,1205.00,2.55622e-4
actionscript-3,8/4/2018,41131.00,2.53E-03,11030.00,2.34E-03
paypal,8/4/2018,18035.00,1.11E-03,8422.00,1.79E-03
amazon-cognito,8/4/2018,1768.00,1.08791e-4,742.00,1.57404e-4
amazon-cloudwatch,8/4/2018,1100.00,6.77e-5,464.00,9.84e-5
google-spreadsheet,8/4/2018,15080.00,9.27925e-4,5762.00,1.22E-03
windows,8/4/2018,123598.00,7.61E-03,38568.00,8.18E-03
amazon-ecs,8/4/2018,886.00,5.45e-5,418.00,8.87e-5
amazon-lambda,8/4/2018,7256.00,4.46487e-4,7256.00,1.54E-03
ios,8/4/2018,571621.00,3.52E-02,187309.00,3.97E-02
amazon-kinesis,8/4/2018,738.00,4.54e-5,360.00,7.64e-5
android,8/4/2018,1125162.00,6.92E-02,420084.00,8.91E-02
sql-server,8/4/2018,238654.00,1.47E-02,59751.00,1.27E-02
dropbox,8/4/2018,3046.00,1.87431e-4,1157.00,2.45439e-4
amazon-vpc,8/4/2018,693.00,4.26e-5,206.00,4.37e-5
amazon-mws,8/4/2018,653.00,4.02e-5,248.00,5.26e-5
amazon-ses,8/4/2018,912.00,5.61e-5,350.00,7.42e-5
amazon-elb,8/3/2018,1040.00,6.4e-5,375.00,7.94e-5
sql-server,8/3/2018,238626.00,1.47E-02,59774.00,1.27E-02
android-pay,8/3/2018,489.00,3.01e-5,222.00,4.7e-5
paypal,8/3/2018,18056.00,1.11E-03,8446.00,1.79E-03
amazon-rds,8/3/2018,2446.00,1.50483e-4,988.00,2.09324e-4
amazon-mws,8/3/2018,653.00,4.02e-5,248.00,5.25e-5
actionscript,8/3/2018,9102.00,5.59975e-4,2446.00,5.18225e-4
azure,8/3/2018,59265.00,3.65E-03,20330.00,4.31E-03
amazon-simpledb,8/3/2018,391.00,2.41e-5,78.00,1.65e-5
amazon-ebs,8/3/2018,337.00,2.07e-5,54.00,1.14e-5
amazon-vpc,8/3/2018,693.00,4.26e-5,206.00,4.36e-5
android,8/3/2018,1125571.00,6.92E-02,420620.00,8.91E-02
google-spreadsheet,8/3/2018,15105.00,9.29291e-4,5792.00,1.23E-03
amazon-route53,8/3/2018,1060.00,6.52e-5,371.00,7.86e-5
amazon-sqs,8/3/2018,1521.00,9.36e-5,530.00,1.12289e-4
actionscript-3,8/3/2018,41132.00,2.53E-03,11032.00,2.34E-03
amazon-ses,8/3/2018,910.00,5.6e-5,348.00,7.37e-5
ios8,8/3/2018,9405.00,5.78617e-4,3221.00,6.82422e-4
amazon-cloudfront,8/3/2018,2201.00,1.3541e-4,852.00,1.8051e-4
dropbox-api,8/3/2018,2059.00,1.26674e-4,822.00,1.74154e-4
applepayjs,8/3/2018,29.00,1.78e-6,18.00,3.81e-6
citrix,8/3/2018,593.00,3.65e-5,291.00,6.17e-5
amazon-data-pipeline,8/3/2018,395.00,2.43e-5,198.00,4.19e-5
amazon-redshift,8/3/2018,3309.00,2.03577e-4,1194.00,2.52968e-4
amazon-swf,8/3/2018,231.00,1.42e-5,77.00,1.63e-5
osx,8/3/2018,86686.00,5.33E-03,86686.00,1.84E-02
amazon-cloudsearch,8/3/2018,317.00,1.95e-5,137.00,2.9e-5
amazon-cognito,8/3/2018,1764.00,1.08525e-4,738.00,1.56357e-4
dropbox,8/3/2018,3047.00,1.87458e-4,1158.00,2.45341e-4
windows,8/3/2018,123664.00,7.61E-03,38649.00,8.19E-03
amazon-cloudwatch,8/3/2018,1100.00,6.77e-5,466.00,9.87e-5
amazon-elasticache,8/3/2018,419.00,2.58e-5,170.00,3.6e-5
amazon-s3,8/3/2018,24742.00,1.52E-03,9719.00,2.06E-03
amazon-dynamodb,8/3/2018,5749.00,3.53691e-4,2095.00,4.4386e-4
amazon-rds-aurora,8/3/2018,294.00,1.81e-5,132.00,2.8e-5
mongodb,8/3/2018,101986.00,6.27E-03,35672.00,7.56E-03
ios9,8/3/2018,4178.00,2.5704e-4,1583.00,3.35384e-4
amazon-glacier,8/3/2018,185.00,1.14e-5,56.00,1.19e-5
amazon-sns,8/3/2018,1366.00,8.4e-5,597.00,1.26484e-4
amazon-ec2,8/3/2018,22291.00,1.37E-03,8317.00,1.76E-03
amazon-kinesis,8/3/2018,736.00,4.53e-5,358.00,7.58e-5
ios,8/3/2018,571674.00,3.52E-02,187427.00,3.97E-02
amazon-lambda,8/3/2018,7241.00,4.45482e-4,7241.00,1.53E-03
amazon-emr,8/3/2018,2982.00,1.83459e-4,1209.00,2.56146e-4
applepay,8/3/2018,342.00,2.1e-5,164.00,3.47e-5
amazon-web-services,8/3/2018,61590.00,3.79E-03,24218.00,5.13E-03
amazon-cloudformation,8/3/2018,2337.00,1.43777e-4,803.00,1.70128e-4
amazon-elastic-beanstalk,8/3/2018,644.00,3.96e-5,315.00,6.67e-5
cognos,8/3/2018,841.00,5.17e-5,374.00,7.92e-5
amazon-ecs,8/3/2018,883.00,5.43e-5,416.00,8.81e-5
excel,8/3/2018,174321.00,1.07E-02,60868.00,1.29E-02
amazon,8/3/2018,3605.00,2.21788e-4,1390.00,2.94494e-4
stripe-payments,8/3/2018,4825.00,2.96843e-4,1714.00,3.63136e-4
windows,8/2/2018,123613.00,7.61E-03,38618.00,8.19E-03
amazon-rds,8/2/2018,2444.00,1.50434e-4,987.00,2.09276e-4
amazon-kinesis,8/2/2018,736.00,4.53e-5,359.00,7.61e-5
dropbox,8/2/2018,3045.00,1.87426e-4,1157.00,2.45321e-4
ios,8/2/2018,571463.00,3.52E-02,187301.00,3.97E-02
amazon-cognito,8/2/2018,1759.00,1.0827e-4,735.00,1.55844e-4
amazon-cloudsearch,8/2/2018,317.00,1.95e-5,137.00,2.9e-5
osx,8/2/2018,86653.00,5.33E-03,86653.00,1.84E-02
amazon-lambda,8/2/2018,7220.00,4.44407e-4,7220.00,1.53E-03
amazon-emr,8/2/2018,2979.00,1.83364e-4,1207.00,2.55923e-4
amazon-swf,8/2/2018,231.00,1.42e-5,77.00,1.63e-5
amazon-data-pipeline,8/2/2018,395.00,2.43e-5,198.00,4.2e-5
amazon-redshift,8/2/2018,3305.00,2.0343e-4,1191.00,2.52531e-4
citrix,8/2/2018,592.00,3.64e-5,290.00,6.15e-5
applepayjs,8/2/2018,29.00,1.79e-6,18.00,3.82e-6
applepay,8/2/2018,341.00,2.1e-5,163.00,3.46e-5
amazon-web-services,8/2/2018,61523.00,3.79E-03,24190.00,5.13E-03
paypal,8/2/2018,18052.00,1.11E-03,8443.00,1.79E-03
dropbox-api,8/2/2018,2058.00,1.26674e-4,822.00,1.7429e-4
amazon-cloudfront,8/2/2018,2200.00,1.35415e-4,851.00,1.8044e-4
ios8,8/2/2018,9405.00,5.78899e-4,3221.00,6.82958e-4
amazon-ses,8/2/2018,909.00,5.6e-5,347.00,7.36e-5
stripe-payments,8/2/2018,4822.00,2.96803e-4,1713.00,3.6321e-4
android-pay,8/2/2018,489.00,3.01e-5,222.00,4.71e-5
actionscript-3,8/2/2018,41130.00,2.53E-03,11030.00,2.34E-03
amazon-vpc,8/2/2018,693.00,4.27e-5,207.00,4.39e-5
sql-server,8/2/2018,238492.00,1.47E-02,59733.00,1.27E-02
amazon-cloudformation,8/2/2018,2333.00,1.43601e-4,799.00,1.69414e-4
amazon-sqs,8/2/2018,1518.00,9.34e-5,527.00,1.11741e-4
amazon-route53,8/2/2018,1060.00,6.52e-5,371.00,7.87e-5
amazon-elastic-beanstalk,8/2/2018,644.00,3.96e-5,315.00,6.68e-5
cognos,8/2/2018,841.00,5.18e-5,374.00,7.93e-5
google-spreadsheet,8/2/2018,15082.00,9.28329e-4,5776.00,1.22E-03
amazon-ecs,8/2/2018,882.00,5.43e-5,416.00,8.82e-5
android,8/2/2018,1125113.00,6.93E-02,420343.00,8.91E-02
amazon-ebs,8/2/2018,337.00,2.07e-5,54.00,1.14e-5
excel,8/2/2018,174191.00,1.07E-02,60817.00,1.29E-02
amazon-elb,8/2/2018,1039.00,6.4e-5,374.00,7.93e-5
amazon-simpledb,8/2/2018,391.00,2.41e-5,78.00,1.65e-5
amazon,8/2/2018,3602.00,2.21711e-4,1389.00,2.94514e-4
azure,8/2/2018,59199.00,3.64E-03,20303.00,4.30E-03
mongodb,8/2/2018,101912.00,6.27E-03,35628.00,7.55E-03
amazon-rds-aurora,8/2/2018,295.00,1.82e-5,133.00,2.82e-5
amazon-glacier,8/2/2018,185.00,1.14e-5,56.00,1.19e-5
ios9,8/2/2018,4178.00,2.57165e-4,1583.00,3.35649e-4
amazon-dynamodb,8/2/2018,5740.00,3.5331e-4,2092.00,4.43573e-4
amazon-elasticache,8/2/2018,419.00,2.58e-5,170.00,3.6e-5
amazon-s3,8/2/2018,24715.00,1.52E-03,9710.00,2.06E-03
amazon-cloudwatch,8/2/2018,1093.00,6.73e-5,459.00,9.73e-5
actionscript,8/2/2018,9099.00,5.60064e-4,2445.00,5.18421e-4
amazon-sns,8/2/2018,1366.00,8.41e-5,597.00,1.26584e-4
amazon-ec2,8/2/2018,22282.00,1.37E-03,8315.00,1.76E-03
amazon-mws,8/2/2018,652.00,4.01e-5,249.00,5.28e-5
amazon-rds,8/1/2018,2444.00,1.50511e-4,988.00,2.09673e-4
azure,8/1/2018,59134.00,3.64E-03,20264.00,4.30E-03
amazon-ebs,8/1/2018,337.00,2.08e-5,54.00,1.15e-5
amazon-sqs,8/1/2018,1514.00,9.32e-5,524.00,1.11203e-4
actionscript-3,8/1/2018,41131.00,2.53E-03,11030.00,2.34E-03
ios8,8/1/2018,9405.00,5.79198e-4,3221.00,6.83561e-4
dropbox-api,8/1/2018,2058.00,1.2674e-4,822.00,1.74444e-4
applepayjs,8/1/2018,29.00,1.79e-6,18.00,3.82e-6
amazon-redshift,8/1/2018,3299.00,2.03166e-4,1188.00,2.52117e-4
amazon-swf,8/1/2018,231.00,1.42e-5,77.00,1.63e-5
amazon-data-pipeline,8/1/2018,395.00,2.43e-5,198.00,4.2e-5
osx,8/1/2018,86614.00,5.33E-03,86614.00,1.84E-02
dropbox,8/1/2018,3045.00,1.87523e-4,1158.00,2.4575e-4
amazon-dynamodb,8/1/2018,5732.00,3.53e-4,2089.00,4.43327e-4
amazon-sns,8/1/2018,1362.00,8.39e-5,593.00,1.25846e-4
amazon-kinesis,8/1/2018,735.00,4.53e-5,358.00,7.6e-5
amazon-lambda,8/1/2018,7212.00,4.44144e-4,7212.00,1.53E-03
applepay,8/1/2018,341.00,2.1e-5,163.00,3.46e-5
amazon-cloudformation,8/1/2018,2326.00,1.43244e-4,796.00,1.68927e-4
cognos,8/1/2018,839.00,5.17e-5,372.00,7.89e-5
stripe-payments,8/1/2018,4818.00,2.9671e-4,1709.00,3.62679e-4
sql-server,8/1/2018,238361.00,1.47E-02,59689.00,1.27E-02
android-pay,8/1/2018,489.00,3.01e-5,222.00,4.71e-5
amazon-elb,8/1/2018,1038.00,6.39e-5,373.00,7.92e-5
amazon,8/1/2018,3600.00,2.21703e-4,1387.00,2.94349e-4
excel,8/1/2018,174043.00,1.07E-02,60771.00,1.29E-02
amazon-ecs,8/1/2018,880.00,5.42e-5,416.00,8.83e-5
amazon-elastic-beanstalk,8/1/2018,644.00,3.97e-5,315.00,6.68e-5
amazon-web-services,8/1/2018,61438.00,3.78E-03,24138.00,5.12E-03
amazon-emr,8/1/2018,2979.00,1.83459e-4,1207.00,2.56149e-4
ios,8/1/2018,571271.00,3.52E-02,187191.00,3.97E-02
amazon-ec2,8/1/2018,22263.00,1.37E-03,8304.00,1.76E-03
ios9,8/1/2018,4176.00,2.57175e-4,1582.00,3.35732e-4
amazon-glacier,8/1/2018,185.00,1.14e-5,56.00,1.19e-5
mongodb,8/1/2018,101859.00,6.27E-03,35616.00,7.56E-03
amazon-rds-aurora,8/1/2018,295.00,1.82e-5,133.00,2.82e-5
amazon-elasticache,8/1/2018,417.00,2.57e-5,168.00,3.57e-5
amazon-s3,8/1/2018,24695.00,1.52E-03,9701.00,2.06E-03
amazon-cloudwatch,8/1/2018,1091.00,6.72e-5,458.00,9.72e-5
windows,8/1/2018,123577.00,7.61E-03,38602.00,8.19E-03
amazon-cognito,8/1/2018,1756.00,1.08142e-4,735.00,1.55981e-4
amazon-cloudsearch,8/1/2018,317.00,1.95e-5,137.00,2.91e-5
citrix,8/1/2018,592.00,3.65e-5,290.00,6.15e-5
amazon-cloudfront,8/1/2018,2201.00,1.35547e-4,853.00,1.81024e-4
amazon-ses,8/1/2018,908.00,5.59e-5,346.00,7.34e-5
amazon-vpc,8/1/2018,692.00,4.26e-5,206.00,4.37e-5
amazon-route53,8/1/2018,1059.00,6.52e-5,370.00,7.85e-5
google-spreadsheet,8/1/2018,15066.00,9.27823e-4,5765.00,1.22E-03
android,8/1/2018,1124650.00,6.93E-02,420094.00,8.92E-02
amazon-simpledb,8/1/2018,391.00,2.41e-5,78.00,1.66e-5
actionscript,8/1/2018,9097.00,5.6023e-4,2444.00,5.18665e-4
amazon-mws,8/1/2018,652.00,4.02e-5,249.00,5.28e-5
paypal,8/1/2018,18046.00,1.11E-03,8437.00,1.79E-03
dropbox,7/31/2018,3043.00,1.87495e-4,1156.00,2.45535e-4
amazon-rds,7/31/2018,2443.00,1.50526e-4,989.00,2.10065e-4
amazon-sns,7/31/2018,1358.00,8.37e-5,591.00,1.25529e-4
dropbox-api,7/31/2018,2057.00,1.26743e-4,821.00,1.74381e-4
stripe-payments,7/31/2018,4816.00,2.96738e-4,1709.00,3.62991e-4
android,7/31/2018,1124190.00,6.93E-02,419829.00,8.92E-02
actionscript-3,7/31/2018,41130.00,2.53E-03,11030.00,2.34E-03
amazon-sqs,7/31/2018,1514.00,9.33e-5,525.00,1.11511e-4
amazon-ec2,7/31/2018,22240.00,1.37E-03,8288.00,1.76E-03
amazon-cloudwatch,7/31/2018,1089.00,6.71e-5,456.00,9.69e-5
sql-server,7/31/2018,238241.00,1.47E-02,59649.00,1.27E-02
amazon-kinesis,7/31/2018,734.00,4.52e-5,357.00,7.58e-5
citrix,7/31/2018,592.00,3.65e-5,290.00,6.16e-5
ios8,7/31/2018,9405.00,5.79493e-4,3221.00,6.84144e-4
amazon-swf,7/31/2018,231.00,1.42e-5,77.00,1.64e-5
applepay,7/31/2018,341.00,2.1e-5,163.00,3.46e-5
ios,7/31/2018,571091.00,3.52E-02,187102.00,3.97E-02
google-spreadsheet,7/31/2018,15050.00,9.2731e-4,5755.00,1.22E-03
