tag,date,question_count,question_pct,unanswered_count,unanswered_pct
ios9,7/31/2016,4313.00,3.551e-4,2095.00,6.259e-4
amazon-web-services,7/31/2016,29390.00,2.42E-03,10985.00,3.28E-03
ios,7/31/2016,449585.00,3.70E-02,146219.00,4.37E-02
actionscript,7/31/2016,8877.00,7.30865e-4,2440.00,7.28973e-4
excel,7/31/2016,98800.00,8.13E-03,34896.00,1.04E-02
cognos,7/31/2016,688.00,5.66e-5,295.00,8.81e-5
ios9,7/30/2016,4312.00,3.55033e-4,2094.00,6.25638e-4
dropbox,7/30/2016,2546.00,2.09627e-4,954.00,2.85031e-4
mongodb,7/30/2016,67221.00,5.53E-03,22094.00,6.60E-03
android,7/30/2016,873289.00,7.19E-02,322967.00,9.65E-02
dropbox-api,7/30/2016,1604.00,1.32066e-4,627.00,1.87331e-4
amazon-s3,7/30/2016,14593.00,1.20E-03,5587.00,1.67E-03
cognos,7/30/2016,688.00,5.66e-5,295.00,8.81e-5
amazon-web-services,7/30/2016,29386.00,2.42E-03,10983.00,3.28E-03
amazon-cloudfront,7/30/2016,1310.00,1.0786e-4,488.00,1.45803e-4
ios,7/30/2016,449568.00,3.70E-02,146209.00,4.37E-02
paypal,7/30/2016,15175.00,1.25E-03,7054.00,2.11E-03
actionscript-3,7/30/2016,39867.00,3.28E-03,10937.00,3.27E-03
excel,7/30/2016,98786.00,8.13E-03,34887.00,1.04E-02
amazon-ec2,7/30/2016,14087.00,1.16E-03,4889.00,1.46E-03
ios8,7/30/2016,9548.00,7.86144e-4,3569.00,1.07E-03
azure,7/30/2016,32560.00,2.68E-03,10902.00,3.26E-03
amazon-route53,7/30/2016,494.00,4.07e-5,162.00,4.84e-5
google-spreadsheet,7/30/2016,8464.00,6.96891e-4,3561.00,1.06E-03
stripe-payments,7/30/2016,2239.00,1.8435e-4,863.00,2.57842e-4
windows,7/30/2016,97967.00,8.07E-03,28967.00,8.65E-03
sql-server,7/30/2016,172112.00,1.42E-02,38912.00,1.16E-02
osx,7/30/2016,69491.00,5.72E-03,22177.00,6.63E-03
citrix,7/30/2016,493.00,4.06e-5,236.00,7.05e-5
amazon,7/30/2016,3355.00,2.76237e-4,1297.00,3.87513e-4
actionscript,7/30/2016,8877.00,7.30896e-4,2440.00,7.29014e-4
amazon-cloudsearch,7/30/2016,226.00,1.86e-5,85.00,2.54e-5
ios9,7/29/2016,4312.00,3.5499e-4,2097.00,6.25533e-4
actionscript,7/29/2016,8879.00,7.30972e-4,2443.00,7.28743e-4
dropbox-api,7/29/2016,1604.00,1.3205e-4,627.00,1.8703e-4
stripe-payments,7/29/2016,2240.00,1.84408e-4,865.00,2.58023e-4
amazon,7/29/2016,3352.00,2.75956e-4,1298.00,3.87191e-4
sql-server,7/29/2016,172079.00,1.42E-02,38947.00,1.16E-02
actionscript-3,7/29/2016,39873.00,3.28E-03,10948.00,3.27E-03
amazon-ec2,7/29/2016,14085.00,1.16E-03,4892.00,1.46E-03
google-spreadsheet,7/29/2016,8463.00,6.96723e-4,3571.00,1.07E-03
azure,7/29/2016,32567.00,2.68E-03,10934.00,3.26E-03
windows,7/29/2016,97995.00,8.07E-03,29013.00,8.65E-03
ios8,7/29/2016,9560.00,7.87038e-4,3582.00,1.07E-03
amazon-cloudsearch,7/29/2016,227.00,1.87e-5,87.00,2.6e-5
dropbox,7/29/2016,2545.00,2.09518e-4,954.00,2.84572e-4
ios,7/29/2016,449679.00,3.70E-02,146463.00,4.37E-02
amazon-route53,7/29/2016,493.00,4.06e-5,161.00,4.8e-5
mongodb,7/29/2016,67227.00,5.53E-03,22124.00,6.60E-03
citrix,7/29/2016,494.00,4.07e-5,237.00,7.07e-5
android,7/29/2016,873434.00,7.19E-02,323334.00,9.65E-02
amazon-cloudfront,7/29/2016,1311.00,1.07929e-4,490.00,1.46166e-4
excel,7/29/2016,98829.00,8.14E-03,34982.00,1.04E-02
amazon-web-services,7/29/2016,29369.00,2.42E-03,10993.00,3.28E-03
osx,7/29/2016,69512.00,5.72E-03,22217.00,6.63E-03
cognos,7/29/2016,690.00,5.68e-5,297.00,8.86e-5
paypal,7/29/2016,15174.00,1.25E-03,7059.00,2.11E-03
amazon-s3,7/29/2016,14584.00,1.20E-03,5590.00,1.67E-03
paypal,7/28/2016,15157.00,1.25E-03,7050.00,2.11E-03
excel,7/28/2016,98644.00,8.13E-03,34885.00,1.04E-02
actionscript-3,7/28/2016,39868.00,3.29E-03,10946.00,3.27E-03
amazon-route53,7/28/2016,492.00,4.05e-5,161.00,4.81e-5
ios,7/28/2016,449186.00,3.70E-02,146226.00,4.37E-02
google-spreadsheet,7/28/2016,8447.00,6.96125e-4,3566.00,1.07E-03
amazon-s3,7/28/2016,14559.00,1.20E-03,5576.00,1.67E-03
amazon-cloudfront,7/28/2016,1311.00,1.08041e-4,490.00,1.46416e-4
amazon-web-services,7/28/2016,29310.00,2.42E-03,10965.00,3.28E-03
cognos,7/28/2016,690.00,5.69e-5,297.00,8.87e-5
ios9,7/28/2016,4308.00,3.55028e-4,2095.00,6.26003e-4
stripe-payments,7/28/2016,2236.00,1.84276e-4,862.00,2.57564e-4
windows,7/28/2016,97900.00,8.07E-03,28951.00,8.65E-03
osx,7/28/2016,69454.00,5.72E-03,22194.00,6.63E-03
sql-server,7/28/2016,171843.00,1.42E-02,38818.00,1.16E-02
dropbox-api,7/28/2016,1603.00,1.32104e-4,628.00,1.87645e-4
citrix,7/28/2016,494.00,4.07e-5,237.00,7.08e-5
android,7/28/2016,872429.00,7.19E-02,322800.00,9.65E-02
mongodb,7/28/2016,67109.00,5.53E-03,22057.00,6.59E-03
dropbox,7/28/2016,2545.00,2.09734e-4,951.00,2.84159e-4
amazon-cloudsearch,7/28/2016,227.00,1.87e-5,87.00,2.6e-5
actionscript,7/28/2016,8875.00,7.314e-4,2440.00,7.29092e-4
amazon,7/28/2016,3353.00,2.76325e-4,1296.00,3.87254e-4
ios8,7/28/2016,9558.00,7.87687e-4,3582.00,1.07E-03
amazon-ec2,7/28/2016,14054.00,1.16E-03,4876.00,1.46E-03
azure,7/28/2016,32504.00,2.68E-03,10900.00,3.26E-03
citrix,7/27/2016,494.00,4.07e-5,239.00,7.15e-5
cognos,7/27/2016,690.00,5.69e-5,297.00,8.89e-5
amazon-route53,7/27/2016,492.00,4.06e-5,161.00,4.82e-5
amazon-web-services,7/27/2016,29260.00,2.41E-03,10935.00,3.27E-03
amazon-cloudfront,7/27/2016,1309.00,1.0796e-4,488.00,1.46001e-4
amazon,7/27/2016,3367.00,2.77693e-4,1303.00,3.89835e-4
amazon-s3,7/27/2016,14544.00,1.20E-03,5566.00,1.67E-03
android,7/27/2016,871690.00,7.19E-02,322415.00,9.65E-02
amazon-cloudsearch,7/27/2016,227.00,1.87e-5,87.00,2.6e-5
mongodb,7/27/2016,67038.00,5.53E-03,22019.00,6.59E-03
google-spreadsheet,7/27/2016,8425.00,6.94849e-4,3556.00,1.06E-03
excel,7/27/2016,98506.00,8.12E-03,34814.00,1.04E-02
ios,7/27/2016,448814.00,3.70E-02,146057.00,4.37E-02
dropbox,7/27/2016,2545.00,2.09896e-4,951.00,2.84503e-4
paypal,7/27/2016,15139.00,1.25E-03,7041.00,2.11E-03
azure,7/27/2016,32461.00,2.68E-03,10884.00,3.26E-03
windows,7/27/2016,97832.00,8.07E-03,28910.00,8.65E-03
amazon-ec2,7/27/2016,14036.00,1.16E-03,4864.00,1.46E-03
actionscript-3,7/27/2016,39863.00,3.29E-03,10944.00,3.27E-03
sql-server,7/27/2016,171687.00,1.42E-02,38758.00,1.16E-02
actionscript,7/27/2016,8875.00,7.31966e-4,2441.00,7.30305e-4
ios8,7/27/2016,9558.00,7.88297e-4,3584.00,1.07E-03
osx,7/27/2016,69415.00,5.73E-03,22176.00,6.63E-03
dropbox-api,7/27/2016,1603.00,1.32206e-4,628.00,1.87874e-4
stripe-payments,7/27/2016,2234.00,1.84246e-4,862.00,2.57877e-4
ios9,7/27/2016,4306.00,3.55138e-4,2098.00,6.27685e-4
paypal,7/26/2016,15129.00,1.25E-03,7032.00,2.11E-03
stripe-payments,7/26/2016,2231.00,1.84142e-4,859.00,2.57307e-4
azure,7/26/2016,32428.00,2.68E-03,10871.00,3.26E-03
ios8,7/26/2016,9558.00,7.889e-4,3585.00,1.07E-03
google-spreadsheet,7/26/2016,8415.00,6.94554e-4,3553.00,1.06E-03
amazon-cloudfront,7/26/2016,1308.00,1.0796e-4,487.00,1.45883e-4
cognos,7/26/2016,690.00,5.7e-5,297.00,8.9e-5
amazon-route53,7/26/2016,491.00,4.05e-5,161.00,4.82e-5
android,7/26/2016,870981.00,7.19E-02,322013.00,9.65E-02
mongodb,7/26/2016,66968.00,5.53E-03,21985.00,6.59E-03
dropbox,7/26/2016,2543.00,2.09894e-4,950.00,2.84566e-4
ios9,7/26/2016,4296.00,3.54584e-4,2089.00,6.25771e-4
amazon-cloudsearch,7/26/2016,227.00,1.87e-5,87.00,2.61e-5
amazon,7/26/2016,3374.00,2.78483e-4,1312.00,3.93016e-4
amazon-web-services,7/26/2016,29206.00,2.41E-03,10905.00,3.27E-03
ios,7/26/2016,448407.00,3.70E-02,145857.00,4.37E-02
actionscript-3,7/26/2016,39859.00,3.29E-03,10945.00,3.28E-03
excel,7/26/2016,98348.00,8.12E-03,34746.00,1.04E-02
amazon-ec2,7/26/2016,14022.00,1.16E-03,4861.00,1.46E-03
osx,7/26/2016,69369.00,5.73E-03,22144.00,6.63E-03
windows,7/26/2016,97764.00,8.07E-03,28886.00,8.65E-03
sql-server,7/26/2016,171519.00,1.42E-02,38691.00,1.16E-02
actionscript,7/26/2016,8875.00,7.32525e-4,2442.00,7.31513e-4
dropbox-api,7/26/2016,1603.00,1.32308e-4,629.00,1.88412e-4
citrix,7/26/2016,494.00,4.08e-5,239.00,7.16e-5
amazon-s3,7/26/2016,14530.00,1.20E-03,5558.00,1.66E-03
amazon,7/25/2016,3382.00,2.79334e-4,1319.00,3.95562e-4
amazon-cloudsearch,7/25/2016,227.00,1.87e-5,87.00,2.61e-5
ios,7/25/2016,448110.00,3.70E-02,145724.00,4.37E-02
dropbox-api,7/25/2016,1602.00,1.32321e-4,629.00,1.88629e-4
ios9,7/25/2016,4291.00,3.54413e-4,2084.00,6.24985e-4
actionscript,7/25/2016,8875.00,7.33025e-4,2442.00,7.32346e-4
sql-server,7/25/2016,171368.00,1.42E-02,38618.00,1.16E-02
amazon-web-services,7/25/2016,29167.00,2.41E-03,10884.00,3.26E-03
dropbox,7/25/2016,2543.00,2.10046e-4,950.00,2.84894e-4
android,7/25/2016,870288.00,7.19E-02,321650.00,9.65E-02
mongodb,7/25/2016,66903.00,5.53E-03,21961.00,6.59E-03
amazon-route53,7/25/2016,490.00,4.05e-5,160.00,4.8e-5
windows,7/25/2016,97714.00,8.07E-03,28859.00,8.65E-03
cognos,7/25/2016,690.00,5.7e-5,298.00,8.94e-5
amazon-cloudfront,7/25/2016,1304.00,1.07703e-4,484.00,1.45149e-4
google-spreadsheet,7/25/2016,8401.00,6.93873e-4,3548.00,1.06E-03
amazon-ec2,7/25/2016,14001.00,1.16E-03,4850.00,1.45E-03
ios8,7/25/2016,9556.00,7.89272e-4,3583.00,1.07E-03
azure,7/25/2016,32385.00,2.67E-03,10846.00,3.25E-03
excel,7/25/2016,98224.00,8.11E-03,34695.00,1.04E-02
actionscript-3,7/25/2016,39857.00,3.29E-03,10947.00,3.28E-03
citrix,7/25/2016,494.00,4.08e-5,239.00,7.17e-5
stripe-payments,7/25/2016,2226.00,1.83862e-4,858.00,2.57303e-4
paypal,7/25/2016,15124.00,1.25E-03,7032.00,2.11E-03
osx,7/25/2016,69346.00,5.73E-03,22133.00,6.64E-03
amazon-s3,7/25/2016,14518.00,1.20E-03,5551.00,1.66E-03
amazon-s3,7/23/2016,14528.00,1.20E-03,5564.00,1.67E-03
citrix,7/23/2016,496.00,4.1e-5,239.00,7.16e-5
dropbox-api,7/23/2016,1603.00,1.32396e-4,630.00,1.8867e-4
actionscript,7/23/2016,8876.00,7.33068e-4,2442.00,7.3134e-4
sql-server,7/23/2016,171348.00,1.42E-02,38651.00,1.16E-02
windows,7/23/2016,97725.00,8.07E-03,28892.00,8.65E-03
osx,7/23/2016,69345.00,5.73E-03,22154.00,6.63E-03
excel,7/23/2016,98242.00,8.11E-03,34754.00,1.04E-02
amazon-ec2,7/23/2016,14010.00,1.16E-03,4865.00,1.46E-03
actionscript-3,7/23/2016,39855.00,3.29E-03,10946.00,3.28E-03
ios,7/23/2016,448232.00,3.70E-02,145954.00,4.37E-02
amazon-web-services,7/23/2016,29162.00,2.41E-03,10898.00,3.26E-03
amazon,7/23/2016,3382.00,2.79319e-4,1319.00,3.9502e-4
amazon-cloudsearch,7/23/2016,227.00,1.87e-5,87.00,2.61e-5
amazon-route53,7/23/2016,489.00,4.04e-5,161.00,4.82e-5
ios9,7/23/2016,4294.00,3.54641e-4,2091.00,6.26222e-4
dropbox,7/23/2016,2545.00,2.10198e-4,951.00,2.84801e-4
android,7/23/2016,870243.00,7.19E-02,321900.00,9.64E-02
mongodb,7/23/2016,66880.00,5.52E-03,21962.00,6.58E-03
cognos,7/23/2016,692.00,5.72e-5,300.00,8.98e-5
amazon-cloudfront,7/23/2016,1303.00,1.07615e-4,483.00,1.44651e-4
google-spreadsheet,7/23/2016,8405.00,6.94166e-4,3559.00,1.07E-03
ios8,7/23/2016,9573.00,7.90634e-4,3601.00,1.08E-03
azure,7/23/2016,32392.00,2.68E-03,10857.00,3.25E-03
stripe-payments,7/23/2016,2222.00,1.8352e-4,854.00,2.55752e-4
paypal,7/23/2016,15125.00,1.25E-03,7034.00,2.11E-03
paypal,7/22/2016,15119.00,1.25E-03,7025.00,2.11E-03
ios8,7/22/2016,9571.00,7.90988e-4,3602.00,1.08E-03
google-spreadsheet,7/22/2016,8395.00,6.93797e-4,3552.00,1.06E-03
mongodb,7/22/2016,66808.00,5.52E-03,21910.00,6.57E-03
ios9,7/22/2016,4288.00,3.54379e-4,2087.00,6.25717e-4
amazon,7/22/2016,3378.00,2.79172e-4,1316.00,3.94558e-4
amazon-web-services,7/22/2016,29111.00,2.41E-03,10867.00,3.26E-03
ios,7/22/2016,447932.00,3.70E-02,145831.00,4.37E-02
actionscript-3,7/22/2016,39844.00,3.29E-03,10941.00,3.28E-03
amazon-ec2,7/22/2016,13998.00,1.16E-03,4858.00,1.46E-03
osx,7/22/2016,69322.00,5.73E-03,22142.00,6.64E-03
excel,7/22/2016,98116.00,8.11E-03,34686.00,1.04E-02
sql-server,7/22/2016,171231.00,1.42E-02,38600.00,1.16E-02
actionscript,7/22/2016,8874.00,7.33385e-4,2441.00,7.31852e-4
amazon-s3,7/22/2016,14509.00,1.20E-03,5546.00,1.66E-03
citrix,7/22/2016,496.00,4.1e-5,239.00,7.17e-5
dropbox-api,7/22/2016,1602.00,1.32399e-4,630.00,1.88877e-4
windows,7/22/2016,97665.00,8.07E-03,28853.00,8.65E-03
amazon-route53,7/22/2016,489.00,4.04e-5,161.00,4.83e-5
amazon-cloudsearch,7/22/2016,227.00,1.88e-5,87.00,2.61e-5
dropbox,7/22/2016,2546.00,2.10418e-4,953.00,2.85714e-4
android,7/22/2016,869633.00,7.19E-02,321539.00,9.64E-02
cognos,7/22/2016,692.00,5.72e-5,300.00,8.99e-5
amazon-cloudfront,7/22/2016,1302.00,1.07603e-4,482.00,1.44511e-4
azure,7/22/2016,32347.00,2.67E-03,10836.00,3.25E-03
stripe-payments,7/22/2016,2219.00,1.83392e-4,854.00,2.56033e-4
amazon-s3,7/21/2016,14508.00,1.20E-03,5546.00,1.66E-03
osx,7/21/2016,69318.00,5.73E-03,22143.00,6.64E-03
excel,7/21/2016,98089.00,8.11E-03,34674.00,1.04E-02
google-spreadsheet,7/21/2016,8390.00,6.93463e-4,3548.00,1.06E-03
amazon,7/21/2016,3378.00,2.79204e-4,1316.00,3.94627e-4
amazon-cloudsearch,7/21/2016,227.00,1.88e-5,87.00,2.61e-5
citrix,7/21/2016,496.00,4.1e-5,239.00,7.17e-5
azure,7/21/2016,32335.00,2.67E-03,10830.00,3.25E-03
actionscript-3,7/21/2016,39843.00,3.29E-03,10940.00,3.28E-03
cognos,7/21/2016,692.00,5.72e-5,300.00,9e-5
paypal,7/21/2016,15118.00,1.25E-03,7025.00,2.11E-03
ios9,7/21/2016,4288.00,3.54419e-4,2087.00,6.25827e-4
amazon-route53,7/21/2016,489.00,4.04e-5,161.00,4.83e-5
android,7/21/2016,869547.00,7.19E-02,321492.00,9.64E-02
dropbox,7/21/2016,2546.00,2.10434e-4,953.00,2.8577e-4
ios,7/21/2016,447871.00,3.70E-02,145792.00,4.37E-02
stripe-payments,7/21/2016,2220.00,1.8349e-4,854.00,2.56083e-4
mongodb,7/21/2016,66797.00,5.52E-03,21908.00,6.57E-03
ios8,7/21/2016,9571.00,7.9108e-4,3602.00,1.08E-03
windows,7/21/2016,97644.00,8.07E-03,28840.00,8.65E-03
sql-server,7/21/2016,171219.00,1.42E-02,38602.00,1.16E-02
amazon-ec2,7/21/2016,13994.00,1.16E-03,4855.00,1.46E-03
amazon-web-services,7/21/2016,29101.00,2.41E-03,10865.00,3.26E-03
amazon-cloudfront,7/21/2016,1302.00,1.07615e-4,482.00,1.44537e-4
actionscript,7/21/2016,8874.00,7.3347e-4,2441.00,7.3198e-4
dropbox-api,7/21/2016,1603.00,1.32493e-4,630.00,1.88914e-4
amazon-s3,7/20/2016,14476.00,1.20E-03,5528.00,1.66E-03
cognos,7/20/2016,692.00,5.73e-5,300.00,9.02e-5
amazon-cloudfront,7/20/2016,1298.00,1.07438e-4,479.00,1.43995e-4
google-spreadsheet,7/20/2016,8362.00,6.92136e-4,3529.00,1.06E-03
citrix,7/20/2016,496.00,4.11e-5,239.00,7.18e-5
amazon-web-services,7/20/2016,29011.00,2.40E-03,10827.00,3.25E-03
amazon-ec2,7/20/2016,13966.00,1.16E-03,4841.00,1.46E-03
actionscript-3,7/20/2016,39833.00,3.30E-03,10934.00,3.29E-03
amazon-route53,7/20/2016,487.00,4.03e-5,162.00,4.87e-5
stripe-payments,7/20/2016,2216.00,1.83423e-4,851.00,2.55812e-4
osx,7/20/2016,69239.00,5.73E-03,22091.00,6.64E-03
excel,7/20/2016,97825.00,8.10E-03,34513.00,1.04E-02
paypal,7/20/2016,15096.00,1.25E-03,7007.00,2.11E-03
amazon,7/20/2016,3375.00,2.79355e-4,1314.00,3.95008e-4
amazon-cloudsearch,7/20/2016,227.00,1.88e-5,87.00,2.62e-5
azure,7/20/2016,32243.00,2.67E-03,10787.00,3.24E-03
ios9,7/20/2016,4284.00,3.54595e-4,2085.00,6.26783e-4
android,7/20/2016,868255.00,7.19E-02,320753.00,9.64E-02
ios,7/20/2016,447166.00,3.70E-02,145412.00,4.37E-02
dropbox,7/20/2016,2539.00,2.10158e-4,945.00,2.8407e-4
mongodb,7/20/2016,66639.00,5.52E-03,21828.00,6.56E-03
ios8,7/20/2016,9567.00,7.91879e-4,3601.00,1.08E-03
windows,7/20/2016,97518.00,8.07E-03,28793.00,8.66E-03
sql-server,7/20/2016,170907.00,1.41E-02,38447.00,1.16E-02
actionscript,7/20/2016,8873.00,7.34434e-4,2441.00,7.33802e-4
dropbox-api,7/20/2016,1597.00,1.32187e-4,625.00,1.87877e-4
ios,7/19/2016,446808.00,3.70E-02,145276.00,4.37E-02
osx,7/19/2016,69183.00,5.73E-03,22050.00,6.64E-03
stripe-payments,7/19/2016,2211.00,1.83147e-4,850.00,2.5583e-4
azure,7/19/2016,32200.00,2.67E-03,10762.00,3.24E-03
ios8,7/19/2016,9565.00,7.9232e-4,3600.00,1.08E-03
amazon-s3,7/19/2016,14452.00,1.20E-03,5516.00,1.66E-03
citrix,7/19/2016,495.00,4.1e-5,238.00,7.16e-5
google-spreadsheet,7/19/2016,8351.00,6.91753e-4,3524.00,1.06E-03
amazon-cloudfront,7/19/2016,1298.00,1.0752e-4,479.00,1.44176e-4
cognos,7/19/2016,692.00,5.73e-5,301.00,9.06e-5
dropbox-api,7/19/2016,1596.00,1.32204e-4,624.00,1.8781e-4
actionscript,7/19/2016,8872.00,7.34915e-4,2440.00,7.34429e-4
sql-server,7/19/2016,170775.00,1.41E-02,38388.00,1.16E-02
windows,7/19/2016,97439.00,8.07E-03,28749.00,8.65E-03
mongodb,7/19/2016,66565.00,5.51E-03,21793.00,6.56E-03
dropbox,7/19/2016,2539.00,2.10318e-4,946.00,2.84725e-4
android,7/19/2016,867589.00,7.19E-02,320398.00,9.64E-02
ios9,7/19/2016,4271.00,3.5379e-4,2077.00,6.25169e-4
amazon-cloudsearch,7/19/2016,227.00,1.88e-5,87.00,2.62e-5
amazon,7/19/2016,3369.00,2.79072e-4,1308.00,3.93701e-4
excel,7/19/2016,97683.00,8.09E-03,34439.00,1.04E-02
paypal,7/19/2016,15082.00,1.25E-03,6999.00,2.11E-03
amazon-ec2,7/19/2016,13945.00,1.16E-03,4824.00,1.45E-03
amazon-route53,7/19/2016,486.00,4.03e-5,162.00,4.88e-5
actionscript-3,7/19/2016,39825.00,3.30E-03,10926.00,3.29E-03
amazon-web-services,7/19/2016,28953.00,2.40E-03,10791.00,3.25E-03
dropbox-api,7/18/2016,1596.00,1.32216e-4,624.00,1.87843e-4
actionscript,7/18/2016,8871.00,7.349e-4,2439.00,7.34221e-4
sql-server,7/18/2016,170757.00,1.41E-02,38382.00,1.16E-02
ios,7/18/2016,446766.00,3.70E-02,145260.00,4.37E-02
windows,7/18/2016,97435.00,8.07E-03,28748.00,8.65E-03
ios8,7/18/2016,9565.00,7.92393e-4,3602.00,1.08E-03
amazon-route53,7/18/2016,486.00,4.03e-5,162.00,4.88e-5
dropbox,7/18/2016,2538.00,2.10254e-4,945.00,2.84474e-4
mongodb,7/18/2016,66556.00,5.51E-03,21791.00,6.56E-03
android,7/18/2016,867506.00,7.19E-02,320366.00,9.64E-02
ios9,7/18/2016,4271.00,3.53822e-4,2077.00,6.25247e-4
azure,7/18/2016,32193.00,2.67E-03,10759.00,3.24E-03
amazon-cloudsearch,7/18/2016,227.00,1.88e-5,87.00,2.62e-5
amazon,7/18/2016,3368.00,2.79015e-4,1307.00,3.93451e-4
osx,7/18/2016,69178.00,5.73E-03,22049.00,6.64E-03
excel,7/18/2016,97664.00,8.09E-03,34430.00,1.04E-02
stripe-payments,7/18/2016,2209.00,1.82999e-4,849.00,2.55575e-4
actionscript-3,7/18/2016,39825.00,3.30E-03,10926.00,3.29E-03
amazon-web-services,7/18/2016,28942.00,2.40E-03,10783.00,3.25E-03
paypal,7/18/2016,15079.00,1.25E-03,6995.00,2.11E-03
amazon-ec2,7/18/2016,13943.00,1.16E-03,4824.00,1.45E-03
citrix,7/18/2016,495.00,4.1e-5,238.00,7.16e-5
google-spreadsheet,7/18/2016,8349.00,6.91654e-4,3523.00,1.06E-03
amazon-cloudfront,7/18/2016,1298.00,1.0753e-4,479.00,1.44195e-4
cognos,7/18/2016,692.00,5.73e-5,301.00,9.06e-5
amazon-s3,7/18/2016,14446.00,1.20E-03,5512.00,1.66E-03
dropbox,7/17/2016,2534.00,2.10122e-4,946.00,2.85224e-4
amazon-cloudsearch,7/17/2016,227.00,1.88e-5,87.00,2.62e-5
sql-server,7/17/2016,170630.00,1.41E-02,38368.00,1.16E-02
amazon-cloudfront,7/17/2016,1297.00,1.0755e-4,478.00,1.44127e-4
ios9,7/17/2016,4265.00,3.53664e-4,2072.00,6.24751e-4
actionscript-3,7/17/2016,39816.00,3.30E-03,10921.00,3.29E-03
stripe-payments,7/17/2016,2206.00,1.82924e-4,847.00,2.55375e-4
cognos,7/17/2016,692.00,5.74e-5,301.00,9.08e-5
osx,7/17/2016,69100.00,5.73E-03,21996.00,6.63E-03
mongodb,7/17/2016,66458.00,5.51E-03,21741.00,6.56E-03
azure,7/17/2016,32146.00,2.67E-03,10742.00,3.24E-03
ios8,7/17/2016,9564.00,7.93069e-4,3602.00,1.09E-03
amazon-route53,7/17/2016,482.00,4e-5,158.00,4.76e-5
citrix,7/17/2016,494.00,4.1e-5,237.00,7.15e-5
amazon-ec2,7/17/2016,13926.00,1.15E-03,4807.00,1.45E-03
paypal,7/17/2016,15063.00,1.25E-03,6983.00,2.11E-03
actionscript,7/17/2016,8868.00,7.35355e-4,2437.00,7.34806e-4
windows,7/17/2016,97348.00,8.07E-03,28688.00,8.65E-03
amazon,7/17/2016,3361.00,2.78702e-4,1305.00,3.93484e-4
google-spreadsheet,7/17/2016,8342.00,6.91736e-4,3515.00,1.06E-03
ios,7/17/2016,446321.00,3.70E-02,145062.00,4.37E-02
dropbox-api,7/17/2016,1594.00,1.32176e-4,624.00,1.88139e-4
excel,7/17/2016,97489.00,8.08E-03,34326.00,1.03E-02
amazon-web-services,7/17/2016,28875.00,2.39E-03,10746.00,3.24E-03
amazon-s3,7/17/2016,14415.00,1.20E-03,5492.00,1.66E-03
android,7/17/2016,866515.00,7.19E-02,319841.00,9.64E-02
mongodb,7/16/2016,66479.00,5.51E-03,21775.00,6.55E-03
android,7/16/2016,866895.00,7.19E-02,320371.00,9.64E-02
amazon-cloudsearch,7/16/2016,227.00,1.88e-5,87.00,2.62e-5
amazon-web-services,7/16/2016,28900.00,2.40E-03,10779.00,3.24E-03
osx,7/16/2016,69148.00,5.73E-03,22052.00,6.64E-03
ios9,7/16/2016,4265.00,3.53507e-4,2074.00,6.24069e-4
cognos,7/16/2016,693.00,5.74e-5,302.00,9.09e-5
azure,7/16/2016,32170.00,2.67E-03,10773.00,3.24E-03
citrix,7/16/2016,494.00,4.09e-5,237.00,7.13e-5
google-spreadsheet,7/16/2016,8353.00,6.92341e-4,3529.00,1.06E-03
excel,7/16/2016,97539.00,8.08E-03,34382.00,1.03E-02
amazon,7/16/2016,3363.00,2.78744e-4,1307.00,3.93277e-4
amazon-cloudfront,7/16/2016,1298.00,1.07585e-4,479.00,1.44131e-4
amazon-route53,7/16/2016,482.00,4e-5,159.00,4.78e-5
stripe-payments,7/16/2016,2210.00,1.83181e-4,852.00,2.56364e-4
actionscript-3,7/16/2016,39827.00,3.30E-03,10935.00,3.29E-03
amazon-s3,7/16/2016,14430.00,1.20E-03,5509.00,1.66E-03
dropbox-api,7/16/2016,1596.00,1.32288e-4,626.00,1.88361e-4
actionscript,7/16/2016,8869.00,7.35111e-4,2440.00,7.34199e-4
amazon-ec2,7/16/2016,13944.00,1.16E-03,4829.00,1.45E-03
paypal,7/16/2016,15076.00,1.25E-03,6999.00,2.11E-03
sql-server,7/16/2016,170649.00,1.41E-02,38391.00,1.16E-02
ios8,7/16/2016,9581.00,7.94127e-4,3617.00,1.09E-03
windows,7/16/2016,97441.00,8.08E-03,28773.00,8.66E-03
ios,7/16/2016,446493.00,3.70E-02,145311.00,4.37E-02
dropbox,7/16/2016,2534.00,2.10037e-4,946.00,2.84648e-4
excel,7/14/2016,97309.00,8.08E-03,34277.00,1.03E-02
android,7/14/2016,865667.00,7.19E-02,319708.00,9.64E-02
amazon-route53,7/14/2016,479.00,3.98e-5,156.00,4.71e-5
dropbox-api,7/14/2016,1595.00,1.3239e-4,626.00,1.88805e-4
amazon-web-services,7/14/2016,28800.00,2.39E-03,10722.00,3.23E-03
windows,7/14/2016,97318.00,8.08E-03,28694.00,8.65E-03
ios,7/14/2016,445844.00,3.70E-02,145008.00,4.37E-02
google-spreadsheet,7/14/2016,8327.00,6.91157e-4,3514.00,1.06E-03
actionscript,7/14/2016,8865.00,7.35814e-4,2438.00,7.35342e-4
amazon-ec2,7/14/2016,13909.00,1.15E-03,4809.00,1.45E-03
paypal,7/14/2016,15049.00,1.25E-03,6978.00,2.10E-03
citrix,7/14/2016,492.00,4.08e-5,235.00,7.09e-5
